number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,city,zip code,cost rank
3,1.5,1220,1220,1,1973,Auburn,WA 98001,1
3,1.75,1070,1070,1,1957,Auburn,WA 98002,1
4,2.5,2240,1370,1,1988,Federal Way,WA 98023,1
3,2,1410,1410,1,1940,Tukwila,WA 98178,1
3,1.75,1400,1400,1,1957,Kent,WA 98031,1
2,1.5,880,880,2,1999,Seattle,WA 98133,1
2,1,1200,980,1,1943,Seattle,WA 98106,1
3,1,1000,1000,1,1969,Renton,WA 98059,1
3,1,1100,1100,1,1957,Seattle,WA 98118,1
3,2.5,1880,1880,2,2009,Kent,WA 98042,1
4,1.75,1960,1960,1,1967,Federal Way,WA 98023,1
3,1.75,1770,1030,1,1960,Burien,WA 98148,1
5,3,1940,1200,1,2007,Seattle,WA 98168,2
4,2,1810,1110,1,1967,Renton,WA 98058,2
3,1.75,1150,1150,1,1979,North Bend,WA 98045,2
3,2.25,1200,1200,3,2005,Seattle,WA 98133,2
1,1,960,760,1,1908,Seattle,WA 98112,2
3,1.5,2040,1340,1,1957,Seattle,WA 98118,2
3,2.5,1212,1212,3,2004,Seattle,WA 98125,2
4,1.75,1580,1130,1,1947,Seattle,WA 98144,2
4,2.25,1760,1760,2,1987,Renton,WA 98058,2
2,1.75,1210,1210,2,2014,Issaquah,WA 98029,2
3,2,1530,1530,1,1977,Bothell,WA 98011,2
3,1,1770,1140,1.5,1926,Seattle,WA 98126,2
4,2,2400,2400,2,1913,Bothell,WA 98011,2
4,2,1240,1040,1,1908,Seattle,WA 98122,2
5,2.5,2760,1600,1,1960,Seattle,WA 98125,2
4,2.5,2960,2960,2,2006,Maple Valley,WA 98038,2
3,2,1590,1590,2,2000,Vashon,WA 98070,2
4,1.75,1690,870,1,1984,Seattle,WA 98144,2
2,1,830,830,1,1928,Vashon,WA 98070,2
4,2,1580,1580,1,1953,Kirkland,WA 98033,2
4,2,1800,1000,1,1923,Seattle,WA 98115,2
4,3,2360,1460,1,1960,Seattle,WA 98118,2
4,1.5,1220,1220,1,1965,Bellevue,WA 98008,2
5,2.5,2340,2340,2,2009,Renton,WA 98059,2
3,2,1980,1980,3,2007,Seattle,WA 98136,2
3,2.5,2300,2300,2,2003,Duvall,WA 98019,2
3,1.75,1890,1890,1.5,1976,Vashon,WA 98070,2
6,2.25,3550,2960,1,1948,Seattle,WA 98125,2
2,1.5,1310,1310,1.5,1970,Redmond,WA 98052,2
3,1.75,1550,860,1,1949,Seattle,WA 98115,2
3,2.25,2670,1640,1,1966,Burien,WA 98166,2
3,2.5,1350,1120,2,2007,Seattle,WA 98117,2
3,1.5,1760,1160,1,1958,Seattle,WA 98118,2
3,1.5,1510,1510,1,1956,Bellevue,WA 98007,2
5,2.5,2570,2570,2,2006,Duvall,WA 98019,2
3,1.75,1750,1470,1,1968,Redmond,WA 98052,2
4,2.75,2280,2280,1,1960,Newcastle,WA 98059,3
3,1.75,1540,770,1,1947,Mercer Island,WA 98040,3
4,2.5,1740,1220,1,1976,Redmond,WA 98052,3
3,2.25,1420,1420,3,2006,Seattle,WA 98103,3
4,2.5,2050,2050,2,1988,Issaquah,WA 98029,3
3,2.5,1700,1700,2,2005,Issaquah,WA 98029,3
4,2.5,2650,2650,2,2014,Renton,WA 98059,3
3,2.5,1940,1440,1,1975,Kirkland,WA 98034,3
4,2.25,2170,2170,2,1987,Sammamish,WA 98074,3
4,2.5,2120,2120,2,1985,Issaquah,WA 98027,3
4,2.5,2440,2440,2,2002,Kenmore,WA 98028,3
5,2.5,2640,2640,2,2003,Redmond,WA 98053,3
3,2.5,2110,2110,2,2005,Redmond,WA 98052,3
4,2.75,2610,1910,3,1910,Seattle,WA 98103,3
6,1.75,1840,1060,1,1900,Seattle,WA 98122,3
3,1.5,1720,1720,2,1907,Seattle,WA 98107,3
4,2.75,2500,2500,2,2010,Redmond,WA 98053,3
4,3.5,2840,2840,3,2008,Seattle,WA 98125,3
2,1.75,1600,850,1,1918,Seattle,WA 98112,3
4,3.5,2690,2690,2,2002,Sammamish,WA 98075,3
4,3.25,3430,3430,2,2014,Bothell,WA 98011,4
3,2.5,3100,3100,2,2002,Sammamish,WA 98075,4
3,1.75,1990,1100,1,1939,Seattle,WA 98105,4
3,2.75,2670,1720,1,2013,Renton,WA 98056,4
4,2.5,2810,1710,1,1973,Bellevue,WA 98006,4
4,1.5,1890,1890,1.5,1919,Seattle,WA 98116,4
4,3.5,4140,3160,2,2003,Kirkland,WA 98034,4
4,3.25,3450,3450,2,2014,Sammamish,WA 98074,4
4,2.5,3190,3190,2,1990,Woodinville,WA 98077,4
4,3.5,3290,2360,2,2006,Kirkland,WA 98034,4
4,2.5,3030,3030,2,2003,Kirkland,WA 98033,4
4,1.5,2220,1490,1,1954,Bellevue,WA 98004,4
4,3.5,3280,3280,2,2007,Bellevue,WA 98006,4
4,2.75,2800,2800,2,1992,Sammamish,WA 98075,4
4,4,3530,2630,2,1958,Seattle,WA 98199,4
4,1,1920,1220,1,1966,SeaTac,WA 98188,1
3,1,1140,1140,1,1943,Renton,WA 98058,1
3,1.5,1180,1180,1,1977,Federal Way,WA 98023,1
3,1.5,1430,820,1,1980,Federal Way,WA 98023,1
4,1.75,1740,1180,1,1978,Federal Way,WA 98023,1
3,1,1320,1320,1,1967,Auburn,WA 98002,1
1,1,930,930,1,1948,Seattle,WA 98133,1
3,2.25,2110,1360,1,1973,Federal Way,WA 98023,1
3,2,1410,1410,1,1983,Renton,WA 98058,1
3,2,1570,1050,2,1971,Seattle,WA 98122,1
3,1.75,1190,1190,1,1968,Auburn,WA 98092,1
3,1.75,1280,1280,1.5,1988,Kent,WA 98031,1
3,1.75,1370,1370,1,1982,Covington,WA 98042,1
4,2.5,1800,1800,2,1998,Maple Valley,WA 98038,1
3,1.75,1160,1160,1,1998,Auburn,WA 98002,1
2,1.5,1088,1088,2,1983,Kirkland,WA 98034,1
3,1.5,880,880,1,1945,Seattle,WA 98178,1
3,1.75,1700,1700,1,1987,Kent,WA 98030,1
3,2,1870,1270,1,1986,Kent,WA 98030,1
3,1.75,1440,1090,1,1958,Tukwila,WA 98168,1
3,1.5,1270,1150,1,1948,Lake Forest Park,WA 98155,1
2,1.5,1480,940,1,1978,Renton,WA 98056,1
3,2,1380,1380,1,1989,Auburn,WA 98001,1
4,2.25,1930,1360,1,1988,Kent,WA 98030,1
3,2.5,1413,1413,2,2011,Kent,WA 98031,1
4,2.5,1660,1660,2,1994,Kent,WA 98030,1
4,2,1870,1870,1.5,1956,Seattle,WA 98125,2
3,1,860,860,1.5,1927,Seattle,WA 98133,2
4,2.5,2610,2610,2,1987,Federal Way,WA 98023,2
3,1.75,1160,1160,1,1976,Kenmore,WA 98028,2
3,2.5,3040,3040,2,2003,Auburn,WA 98092,2
3,2.5,1270,1270,2,2004,Seattle,WA 98106,2
3,2.5,1530,1270,1,1993,Renton,WA 98059,2
2,1,740,740,1,1948,Seattle,WA 98118,2
4,2.75,2250,1480,1,1975,Renton,WA 98058,2
3,2.5,1680,1680,2,2007,Shoreline,WA 98155,2
3,2,1380,1380,3,2013,Seattle,WA 98122,2
2,2.5,1260,1260,3,2005,Seattle,WA 98103,2
5,3.5,2800,2800,2,1995,Seattle,WA 98106,2
4,2.5,2150,2150,2,1991,Kent,WA 98042,2
4,2.5,2210,2210,2,1993,Kent,WA 98031,2
2,2.5,1620,1620,2,2008,Snoqualmie,WA 98065,2
3,2.25,2140,2140,2,1986,Duvall,WA 98019,2
3,1.5,1450,1010,1,1968,Kirkland,WA 98034,2
3,1.5,1880,1480,1,1968,Lake Forest Park,WA 98155,2
4,2,1610,1610,1,1967,Newcastle,WA 98056,2
3,2.5,2890,2890,2,2000,SeaTac,WA 98188,2
3,2,1730,1370,1,1978,Issaquah,WA 98027,2
3,2.25,1230,1080,2,2009,Seattle,WA 98199,2
2,1,1230,1230,1,1928,Seattle,WA 98115,2
4,2,1450,1450,1.5,1962,Kirkland,WA 98034,2
4,2.5,2470,2470,2,1999,Snoqualmie,WA 98065,2
4,2.5,1670,1670,2,2005,Issaquah,WA 98029,2
4,1.5,1550,1350,1.5,1918,Seattle,WA 98105,2
4,2.5,3250,3250,2,2009,Renton,WA 98059,2
2,2,1494,1494,2,1943,Vashon,WA 98070,2
2,2.75,1430,995,2,2006,Seattle,WA 98112,2
4,2.5,2340,2340,2,2001,Renton,WA 98059,2
3,2.5,1180,1180,3,2010,Seattle,WA 98119,2
3,2.25,2280,1150,1,1985,Seattle,WA 98116,2
3,2.75,2300,2300,2,2008,Snoqualmie,WA 98065,2
4,1.75,2030,2030,1.5,1975,Kirkland,WA 98034,2
3,2.5,2970,2970,2,1998,Renton,WA 98059,2
3,1.75,2180,1480,1,1961,Shoreline,WA 98177,3
4,2.75,3070,3070,2,2006,Renton,WA 98059,3
4,2.25,1990,1990,2,1991,Issaquah,WA 98029,3
3,2.75,2750,1810,1,1978,Bellevue,WA 98006,3
4,2.25,2030,1590,1,1967,Redmond,WA 98052,3
4,1,1720,1200,1.5,1926,Seattle,WA 98115,3
2,2.5,1380,1380,3,2006,Seattle,WA 98103,3
3,1.75,2240,2240,2,1976,Vashon,WA 98070,3
3,2,2340,1170,1,1971,Seattle,WA 98118,3
5,1,1710,1320,1.5,1926,Seattle,WA 98126,3
5,2,2700,1540,1,1962,Bellevue,WA 98007,3
3,2.25,2010,2010,2,1985,Redmond,WA 98052,3
3,2.5,2830,2830,2,1989,Woodinville,WA 98072,3
4,2.5,2490,2490,2,1983,Sammamish,WA 98074,3
3,2.5,2670,2670,2,2003,Kirkland,WA 98033,3
3,2,1880,1030,1,1927,Seattle,WA 98115,3
4,2.75,2700,2700,2,1976,Woodinville,WA 98077,3
6,1.75,2740,1370,1,1953,Seattle,WA 98146,3
4,2.5,2650,2110,2,1988,Kirkland,WA 98033,4
4,2.75,2630,2630,2,1994,Redmond,WA 98052,4
3,2.5,2300,2300,1,2005,Redmond,WA 98053,4
4,2.5,2940,2940,2,1991,Newcastle,WA 98059,4
3,2.5,2590,2590,2,1988,Bellevue,WA 98007,4
7,4.25,3670,2800,2,1964,Seattle,WA 98199,4
5,2.75,3010,3010,2,1994,Redmond,WA 98052,4
4,3.5,3860,3120,2,1996,Woodinville,WA 98077,4
4,2.75,3150,2480,1,1986,Redmond,WA 98052,4
5,3.5,3130,2570,2,2014,Bellevue,WA 98006,4
4,4.25,3010,1940,2,1951,Seattle,WA 98115,4
3,1.75,2960,1480,1,1952,Seattle,WA 98116,4
4,3.5,2650,2060,2,2001,Seattle,WA 98103,4
4,3.5,4170,4170,2,2004,Newcastle,WA 98059,4
4,4,4420,4420,2,2013,Sammamish,WA 98075,4
3,3.5,4360,2960,2,2008,Seattle,WA 98103,4
6,1,1370,1120,1.5,1931,Seattle,WA 98106,1
2,1,660,660,1,1915,Seattle,WA 98106,1
1,1,720,720,1,1914,Seattle,WA 98118,1
3,1,1080,1080,1.5,1900,Tukwila,WA 98168,1
2,1.5,1820,1820,2,1921,Tukwila,WA 98168,1
2,1,1080,1080,1,1958,Renton,WA 98058,1
3,1.75,1670,1170,1,1978,Federal Way,WA 98023,1
2,1,670,670,1,1942,Seattle,WA 98146,1
3,2,1260,1260,1,1986,Maple Valley,WA 98038,1
3,1,1130,1130,1,1958,Renton,WA 98056,1
2,1,790,790,1,1942,Normandy Park,WA 98166,1
4,2,2030,1430,1.5,1947,SeaTac,WA 98188,1
4,1.75,1820,1080,1,1980,Kent,WA 98031,1
4,1.75,1770,1050,1,1983,Covington,WA 98042,1
4,1.5,2050,1050,1,1963,Auburn,WA 98001,1
3,2.25,1584,1584,2,2012,Auburn,WA 98002,1
3,2.25,1720,1320,1,1969,Federal Way,WA 98023,1
5,1.75,2150,1460,1,1970,Kent,WA 98031,1
3,1,990,990,1,1960,Renton,WA 98059,1
4,2.5,2570,1590,1,1979,Federal Way,WA 98023,1
3,2,1380,1380,1,1966,Des Moines,WA 98148,1
5,2.5,2220,1110,1,1968,Renton,WA 98058,1
3,2.5,1700,1700,2,2000,Seattle,WA 98108,2
3,1,910,910,1,1971,Kirkland,WA 98034,2
3,2.25,1490,1220,2,2010,Seattle,WA 98106,2
4,2.5,2660,1740,1,1960,Federal Way,WA 98003,2
3,2.5,1730,1730,2,1993,Maple Valley,WA 98038,2
4,2.5,1820,1820,2,1994,Maple Valley,WA 98038,2
3,2.75,2200,1280,1,1977,Renton,WA 98058,2
3,2.5,1600,1600,2,2005,Duvall,WA 98019,2
2,1,940,940,1,1910,Seattle,WA 98136,2
2,1,1100,1100,1,1954,Seattle,WA 98136,2
3,2.5,2640,1680,2,1991,Renton,WA 98058,2
3,2.5,1950,1950,2,1997,Shoreline,WA 98155,2
3,3.25,1689,1689,3,2008,Seattle,WA 98125,2
3,1.75,1050,950,1.5,1928,Seattle,WA 98116,2
5,2.5,3600,2410,1,1968,Normandy Park,WA 98166,2
4,2,1970,1820,1,1961,Burien,WA 98166,2
4,2.5,2020,2020,2,2010,Renton,WA 98059,2
3,1.75,1270,1270,1,1952,Seattle,WA 98126,2
3,2,1670,1170,1,1972,Kirkland,WA 98034,2
4,2.5,2410,2410,2,2000,Snoqualmie,WA 98065,2
3,1.75,1180,760,1,1928,Seattle,WA 98117,2
3,1.75,1180,1180,1,1981,North Bend,WA 98045,2
3,3.25,2770,1980,2,2006,Renton,WA 98056,2
3,1.75,1510,860,1,1925,Seattle,WA 98126,2
5,2.5,2240,1140,1,1966,Shoreline,WA 98177,2
3,1.75,1700,1230,1,1977,Seattle,WA 98125,2
3,3.25,1380,1380,3,2008,Seattle,WA 98103,2
2,2.5,1430,1410,3,2008,Seattle,WA 98103,2
5,3.25,3850,3030,2,2002,Auburn,WA 98092,3
4,1.75,1770,1170,1,1968,Redmond,WA 98052,3
3,3.5,1360,1040,2,2007,Seattle,WA 98107,3
4,2.5,2920,2920,2,2003,Duvall,WA 98019,3
4,2.5,2610,2610,2,2008,Kenmore,WA 98028,3
3,2,2120,2120,2,2003,Redmond,WA 98053,3
3,1.75,1930,1930,1,2013,Snoqualmie,WA 98065,3
4,2.5,2050,2050,2,1989,Woodinville,WA 98077,3
3,1.75,1970,1420,1,1963,Shoreline,WA 98177,3
3,2.5,1560,1360,1.5,1936,Seattle,WA 98108,3
5,2.25,1870,1170,1,1961,Lake Forest Park,WA 98155,3
3,1.75,2040,1120,1,1958,Seattle,WA 98116,3
5,3,2795,2795,2,1996,Duvall,WA 98019,3
2,2,1690,1690,1,2004,Redmond,WA 98053,3
5,3.5,3260,3260,2,1969,Kent,WA 98042,3
4,2.5,2290,2290,2,1996,Issaquah,WA 98029,3
5,3.25,3160,3160,2,1980,Issaquah,WA 98027,3
4,2.5,3250,3250,2,2008,Renton,WA 98059,3
5,2.25,2480,2480,2,1978,Sammamish,WA 98074,3
4,2.5,1910,1910,2,1987,Issaquah,WA 98027,3
4,2.5,2807,2807,2,1996,Kenmore,WA 98028,3
5,2.75,2870,1650,1,1976,Seattle,WA 98107,3
3,1.75,2920,1620,1,1981,Bellevue,WA 98006,3
3,3,3450,3450,2,1983,Sammamish,WA 98074,3
4,2.5,3210,3210,2,1995,Sammamish,WA 98074,3
4,1.75,1980,990,1,1948,Mercer Island,WA 98040,4
3,2.5,2420,1690,2,1989,Sammamish,WA 98075,4
4,2.5,2790,2790,2,1997,Sammamish,WA 98074,4
3,2.25,2910,2910,2,1990,Redmond,WA 98052,4
4,2.5,3170,3170,2,2008,Kirkland,WA 98033,4
4,3.5,3810,3810,2,1938,Seattle,WA 98146,4
5,3.5,3450,2350,1,1972,Kirkland,WA 98033,4
4,2.25,2190,1800,2,1918,Seattle,WA 98119,4
4,2.5,3640,3640,2,1999,Sammamish,WA 98075,4
4,2.5,4270,2680,1,1991,Redmond,WA 98053,4
4,3.5,4680,3360,2,2005,Bellevue,WA 98006,4
4,3.25,4290,2690,1,1997,Bellevue,WA 98006,4
4,2.75,3870,3870,2,2005,Kirkland,WA 98033,4
6,5,6050,6050,2,2001,Fall City,WA 98024,4
3,2,1340,920,1,1912,Auburn,WA 98002,1
3,1,1330,1330,2,1905,Enumclaw,WA 98022,1
3,1.5,1140,1140,1,1960,Tukwila,WA 98168,1
3,2,1440,1440,1,1983,Auburn,WA 98092,1
3,1.75,1150,1150,1,1983,Kent,WA 98030,1
3,2.25,1640,1140,1,1984,Federal Way,WA 98003,1
3,1,1320,880,1,1961,Federal Way,WA 98023,1
3,1.75,1750,1750,2,1976,Auburn,WA 98002,1
4,2,1790,1670,1,1960,Des Moines,WA 98198,1
4,2,2080,1040,1,1950,Seattle,WA 98178,1
3,1,1050,1050,1,1959,Kent,WA 98031,1
3,1.75,1840,1840,1,1966,Federal Way,WA 98023,1
4,1.75,1530,1530,1.5,1968,Renton,WA 98058,1
3,1.75,1860,1860,1,1971,Federal Way,WA 98023,1
3,1,1210,1210,1.5,1901,Seattle,WA 98117,1
3,2,1300,1300,1.5,1933,SeaTac,WA 98168,1
4,2.5,3490,3490,2,2003,Covington,WA 98042,1
3,2.5,1800,1800,2,2011,Seattle,WA 98126,2
4,1.5,1220,1220,1,1980,Carnation,WA 98014,2
3,1.75,1900,1070,1.5,1903,Seattle,WA 98118,2
2,1,920,920,1,1939,Seattle,WA 98146,2
4,1,1940,1940,1.5,1947,Seattle,WA 98177,2
3,2.5,2238,2238,2,2011,Federal Way,WA 98023,2
3,2.5,2480,2480,2,2004,Renton,WA 98058,2
3,2,2140,1480,1,1966,Renton,WA 98056,2
2,1,1620,850,1,1921,Kirkland,WA 98034,2
3,2,1430,1430,1,1945,Shoreline,WA 98155,2
4,2.5,2850,2850,2,2004,Maple Valley,WA 98038,2
3,2.5,2160,1260,1.5,1909,Seattle,WA 98118,2
4,2.25,2150,1090,1,1963,Kenmore,WA 98028,2
3,1.75,2310,1630,1,1978,Kent,WA 98030,2
3,2.25,1600,1090,1,1979,Kirkland,WA 98034,2
4,1,1980,1430,1,1968,Issaquah,WA 98027,2
4,2.25,1820,1320,1.5,1930,Seattle,WA 98133,2
2,1,1260,1260,1,1947,Seattle,WA 98103,2
6,2.75,2520,1320,1,1962,Lake Forest Park,WA 98155,2
4,2.5,2640,2640,2,1987,Renton,WA 98058,2
3,1.75,1310,1310,1,1948,Seattle,WA 98117,2
2,1.75,1440,1440,1,2005,Redmond,WA 98053,2
3,1.75,1170,1170,1,1968,Redmond,WA 98052,2
4,2.5,2400,2400,2,2003,Renton,WA 98059,2
3,1.75,1610,1610,1,1955,Kirkland,WA 98033,2
3,1,1320,1320,2,1900,Seattle,WA 98122,2
3,2,1730,1730,1,1997,Maple Valley,WA 98038,2
3,2.25,1820,1820,2,1983,Kirkland,WA 98034,2
3,1.75,1840,920,1,1910,Seattle,WA 98117,2
3,2.5,2840,1870,1,1994,Carnation,WA 98014,3
3,2.5,1610,1610,2,1996,Issaquah,WA 98029,3
2,1,1570,1150,1,1952,Seattle,WA 98177,3
3,2.5,2120,2120,2,2003,Seattle,WA 98133,3
4,2.5,2610,2610,2,1998,Lake Forest Park,WA 98155,3
3,2.75,2020,1270,1,1954,Normandy Park,WA 98166,3
5,3.75,3090,3090,2,2014,Burien,WA 98148,3
3,2.25,1240,1240,3,2008,Seattle,WA 98103,3
4,2.25,2060,1320,1,1962,Bellevue,WA 98006,3
3,2.5,1940,970,1,1948,Seattle,WA 98117,3
4,2.25,2160,2160,1,1969,Bellevue,WA 98008,3
4,2.5,2840,2840,2,2001,Kirkland,WA 98034,3
3,1.5,1470,1470,2,1907,Seattle,WA 98118,3
3,2.5,2650,2650,2,1994,Redmond,WA 98053,3
3,2,2540,2540,1,2007,Enumclaw,WA 98022,3
4,2.25,3070,3070,2,1970,Kirkland,WA 98034,3
3,3.25,1530,1530,3,2006,Seattle,WA 98107,3
4,3.25,2520,1550,1.5,1931,Seattle,WA 98115,3
4,2.5,2270,1500,1,1972,Bellevue,WA 98006,3
4,2.5,2310,2310,2,2008,Seattle,WA 98117,3
4,3,2620,1870,1,1956,Bellevue,WA 98006,3
4,2.5,2496,2496,2,1998,Redmond,WA 98052,3
6,2,1670,900,1,1911,Seattle,WA 98105,3
3,2.75,3200,3200,2,2004,Sammamish,WA 98075,4
4,2.5,2440,2440,2,1987,Redmond,WA 98053,4
3,2.5,2320,2320,1,2008,Redmond,WA 98053,4
4,2.5,2650,2650,2,2012,Redmond,WA 98053,4
3,3.5,3390,3040,2,2012,Newcastle,WA 98059,4
4,2.25,2160,1080,1,1947,Seattle,WA 98119,4
4,2.75,3010,3010,2,1996,Sammamish,WA 98075,4
4,2.5,2590,2590,2,2001,Seattle,WA 98115,4
4,2.25,2370,1440,1,1959,Seattle,WA 98177,4
5,2,3530,3530,1.5,1925,Seattle,WA 98144,4
2,2.5,2540,2540,2,2004,Seattle,WA 98116,4
5,3,3330,2610,2,1977,Mercer Island,WA 98040,4
3,2.5,2430,2430,2,1989,Bellevue,WA 98004,4
5,3.5,3990,3990,2,2001,Newcastle,WA 98059,4
4,3.5,3820,3280,2,1990,Bellevue,WA 98004,4
4,4.5,4750,3600,2,2005,Seattle,WA 98118,4
3,3.5,3870,2760,2,2002,Seattle,WA 98102,4
5,4.75,5990,4050,2,2002,Issaquah,WA 98027,4
2,1,1020,1020,1,1948,Auburn,WA 98002,1
3,2.25,1230,1230,1.5,1913,Auburn,WA 98002,1
2,1,860,860,1,1949,Burien,WA 98168,1
3,1,1150,1150,1,1953,Burien,WA 98168,1
3,1,960,960,1,1960,Auburn,WA 98002,1
2,2,1680,1680,2,1910,Auburn,WA 98002,1
2,2,1310,1310,2,2004,Maple Valley,WA 98038,1
3,1,1300,1300,1,1960,Renton,WA 98056,1
3,1.75,1880,1330,1,1985,Auburn,WA 98001,1
1,1,800,680,1,1931,Seattle,WA 98168,1
4,2,2200,1100,1,1979,Renton,WA 98058,1
3,2,1470,1470,1,1987,Des Moines,WA 98198,1
4,2,1890,1890,2,1997,Kent,WA 98030,1
2,1,840,840,1,1948,Seattle,WA 98136,2
3,2.5,1820,1820,2,1983,Renton,WA 98055,2
3,2.25,1860,1860,2,1995,Maple Valley,WA 98038,2
3,2,1510,1510,1,1942,Burien,WA 98166,2
4,3,2240,2240,2,1992,Shoreline,WA 98155,2
3,2.5,2570,2570,2,2014,Auburn,WA 98092,2
4,2.5,2040,2040,2,1996,Seattle,WA 98146,2
2,1,1240,1000,1,1943,Vashon,WA 98070,2
5,2.25,2290,1290,1,1973,Renton,WA 98058,2
3,2.25,1940,1100,1,1981,Seattle,WA 98178,2
4,2.5,2550,2550,2,2005,Maple Valley,WA 98038,2
4,2.5,1890,1230,1,1978,North Bend,WA 98045,2
3,1.5,1520,1020,1,1949,Seattle,WA 98136,2
3,1,1160,1160,1.5,1910,Seattle,WA 98106,2
3,1,1500,900,1,1925,Seattle,WA 98117,2
4,2.5,2320,2320,2,1997,North Bend,WA 98045,2
4,2.25,2420,1400,1,1973,Shoreline,WA 98133,2
3,1,1430,1430,1.5,1950,Seattle,WA 98133,2
3,1,1460,1460,1.5,2002,Sammamish,WA 98074,2
2,1,1260,690,1,1925,Seattle,WA 98117,2
5,3,2630,1670,2,2013,Renton,WA 98056,2
5,2.75,2280,1300,1,1959,Shoreline,WA 98177,2
3,2.5,2540,2540,2,1999,Renton,WA 98059,2
3,2.25,1790,1290,1,1967,Woodinville,WA 98072,2
5,3,3110,1790,1,1977,Bothell,WA 98011,2
3,2.75,1910,1160,1,1979,Kirkland,WA 98034,2
4,2.5,2040,2040,2,1994,Carnation,WA 98014,2
4,2.5,2510,2510,2,2006,Maple Valley,WA 98038,2
3,2,1430,980,1,1947,Seattle,WA 98103,2
4,2.25,2450,1650,1,1954,Burien,WA 98166,2
3,2.25,1470,1470,2,1985,Issaquah,WA 98029,2
3,1.5,1440,1440,1,1975,Sammamish,WA 98075,2
3,2.5,1870,1870,2,2003,Bothell,WA 98011,2
3,1.75,1780,1210,1,1976,Bothell,WA 98011,2
4,1,2080,1040,1,1941,Seattle,WA 98117,2
4,3,1630,1110,1,1990,Seattle,WA 98125,2
4,2.25,2170,1300,1,1976,Bellevue,WA 98006,2
4,2,2120,1060,1,1940,Seattle,WA 98125,2
4,1,1360,1360,1.5,1917,Seattle,WA 98115,3
3,2.25,1750,1750,3,2001,Seattle,WA 98107,3
5,2.5,2200,1420,1.5,1916,Seattle,WA 98103,3
4,2.75,3260,3260,2,2013,Renton,WA 98059,3
3,3.5,1890,1640,2,1999,Seattle,WA 98103,3
3,2.75,3290,3290,2,1993,Newcastle,WA 98056,3
4,2.5,2620,2620,2,1996,Newcastle,WA 98056,3
3,2.5,1850,1850,2,1989,Kirkland,WA 98033,3
3,2.5,2440,2440,2,2014,Seattle,WA 98106,3
4,2.5,2090,2090,2,1986,Sammamish,WA 98074,3
2,1.75,1760,880,1,1930,Seattle,WA 98103,3
4,2.5,3040,3040,2,2003,Redmond,WA 98053,3
4,3.25,3030,3030,2,1988,Issaquah,WA 98029,3
4,2.25,2870,2220,2,1926,Seattle,WA 98146,3
5,2.75,3260,1630,1,1964,Bellevue,WA 98008,3
4,2.5,3290,3290,2,2003,Sammamish,WA 98075,4
3,3.5,3690,3690,2,2001,Snoqualmie,WA 98065,4
4,3.25,3940,3440,2,2000,Renton,WA 98059,4
6,1.75,2380,2380,2,1917,Seattle,WA 98105,4
2,2.5,2770,2770,2,2006,Redmond,WA 98053,4
4,2.5,2970,2970,2,2014,Redmond,WA 98052,4
3,2.25,2140,2140,2,1905,Seattle,WA 98103,4
4,1.75,2050,1450,1,1974,Lake Forest Park,WA 98155,4
4,2.75,3150,3150,2,2004,Sammamish,WA 98075,4
3,3.25,3240,3240,2,2001,Sammamish,WA 98074,4
5,2.25,2780,2780,2,1978,Bellevue,WA 98007,4
3,2.25,2870,2250,2,1995,Seattle,WA 98136,4
4,3,3740,3060,2,1988,Woodinville,WA 98072,4
3,2.25,2060,1610,1,1975,Mercer Island,WA 98040,4
4,3.5,2970,2340,2,1997,Mercer Island,WA 98040,4
3,3.25,2660,2170,2,2003,Seattle,WA 98122,4
4,2.75,3730,3730,2,2012,Sammamish,WA 98074,4
4,2,3140,2040,1,1959,Mercer Island,WA 98040,4
3,3.25,3050,1650,1,1962,Des Moines,WA 98198,4
4,2.5,3360,3360,2,1988,Kirkland,WA 98033,4
3,2.75,2470,2470,2,1960,Mercer Island,WA 98040,4
4,2.25,2870,1980,1.5,1905,Seattle,WA 98112,4
4,4.5,3850,3000,2,1998,Bellevue,WA 98006,4
3,3,4910,4000,2,1989,Bellevue,WA 98007,4
6,4.25,6900,4820,2,2002,Woodinville,WA 98077,4
5,3.25,3240,2500,1.5,1939,Seattle,WA 98115,4
7,5.5,6630,4930,2,2004,Bellevue,WA 98006,4
5,4,3366,2966,2.5,1937,Seattle,WA 98199,4
4,3.5,4410,4410,2,1989,Bellevue,WA 98006,4
5,3.25,3840,2750,3,2008,Seattle,WA 98144,4
7,3.5,4640,2860,2,1965,Mercer Island,WA 98040,4
2,1,1230,830,2,1948,Seattle,WA 98107,2
4,1.5,1550,1000,1,1956,Bellevue,WA 98008,2
4,1.75,1780,890,1,1943,Seattle,WA 98199,2
4,2.25,2330,2330,2,1986,Redmond,WA 98052,3
3,1.75,2610,1680,1.5,1934,Seattle,WA 98117,4
4,2,2160,2160,1.5,1928,Seattle,WA 98116,4
3,2.5,3290,3290,2,2000,Redmond,WA 98052,4
4,2.5,2380,2380,2,1999,SeaTac,WA 98188,2
4,2.5,2580,2580,2,2004,Renton,WA 98056,2
4,2.5,2040,1420,1,1963,Bellevue,WA 98006,3
4,2.5,2090,2090,2,1990,Issaquah,WA 98029,3
4,2.5,2370,2370,2,1966,Kirkland,WA 98033,3
4,2.5,2130,1230,1,1963,Bellevue,WA 98005,4
