city,number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,total cost
Seattle,4,1.75,1580,1130,1.0,1947,351250.0
Renton,4,2.25,1760,1760,2.0,1987,353500.0
Issaquah,2,1.75,1210,1210,2.0,2014,357185.9999
Bothell,3,2.0,1530,1530,1.0,1977,371024.9999
Seattle,3,1.0,1770,1140,1.5,1926,373000.0
Bothell,4,2.0,2400,2400,2.0,1913,375000.0
Seattle,4,2.0,1240,1040,1.0,1908,375000.0
Seattle,5,2.5,2760,1600,1.0,1960,377999.9999
Maple Valley,4,2.5,2960,2960,2.0,2006,385000.0
Vashon,3,2.0,1590,1590,2.0,2000,385000.0
Seattle,4,1.75,1690,870,1.0,1984,384999.9999
Vashon,2,1.0,830,830,1.0,1928,385000.0
Kirkland,4,2.0,1580,1580,1.0,1953,410000.0
Seattle,4,2.0,1800,1000,1.0,1923,414999.9999
Seattle,4,3.0,2360,1460,1.0,1960,418000.0
Bellevue,4,1.5,1220,1220,1.0,1965,418000.0
Renton,5,2.5,2340,2340,2.0,2009,429000.0001
Seattle,3,2.0,1980,1980,3.0,2007,435000.0001
Duvall,3,2.5,2300,2300,2.0,2003,435000.0
Vashon,3,1.75,1890,1890,1.5,1976,444999.9998
Seattle,6,2.25,3550,2960,1.0,1948,449999.9999
Redmond,2,1.5,1310,1310,1.5,1970,455000.0
Seattle,3,1.75,1550,860,1.0,1949,460000.0
Burien,3,2.25,2670,1640,1.0,1966,465000.0001
Seattle,3,2.5,1350,1120,2.0,2007,468500.0
Seattle,3,1.5,1760,1160,1.0,1958,470000.0
Bellevue,3,1.5,1510,1510,1.0,1956,470000.0001
Duvall,5,2.5,2570,2570,2.0,2006,492499.9999
Redmond,3,1.75,1750,1470,1.0,1968,498999.9999
Newcastle,4,2.75,2280,2280,1.0,1960,500000.0
Mercer Island,3,1.75,1540,770,1.0,1947,500000.0
Redmond,4,2.5,1740,1220,1.0,1976,518000.0001
Seattle,3,2.25,1420,1420,3.0,2006,523950.0
Issaquah,4,2.5,2050,2050,2.0,1988,530000.0
Issaquah,3,2.5,1700,1700,2.0,2005,534500.0
Renton,4,2.5,2650,2650,2.0,2014,542525.0001
Kirkland,3,2.5,1940,1440,1.0,1975,545000.0
Sammamish,4,2.25,2170,2170,2.0,1987,566000.0001
Issaquah,4,2.5,2120,2120,2.0,1985,575000.0
Kenmore,4,2.5,2440,2440,2.0,2002,576000.0
Redmond,5,2.5,2640,2640,2.0,2003,632500.0
Redmond,3,2.5,2110,2110,2.0,2005,638000.0
Seattle,4,2.75,2610,1910,3.0,1910,650000.0001
Seattle,6,1.75,1840,1060,1.0,1900,660000.0001
Seattle,3,1.5,1720,1720,2.0,1907,666999.9999
Redmond,4,2.75,2500,2500,2.0,2010,680000.0
Seattle,4,3.5,2840,2840,3.0,2008,685000.0
Seattle,2,1.75,1600,850,1.0,1918,689999.9999
Sammamish,4,3.5,2690,2690,2.0,2002,699850.0001
Bothell,4,3.25,3430,3430,2.0,2014,749995.0001
Sammamish,3,2.5,3100,3100,2.0,2002,759950.0
Seattle,3,1.75,1990,1100,1.0,1939,763101.0
Renton,3,2.75,2670,1720,1.0,2013,798800.0
Bellevue,4,2.5,2810,1710,1.0,1973,825000.0001
Seattle,4,1.5,1890,1890,1.5,1919,825000.0
Kirkland,4,3.5,4140,3160,2.0,2003,849999.9999
Sammamish,4,3.25,3450,3450,2.0,2014,852880.0
Woodinville,4,2.5,3190,3190,2.0,1990,861999.9999
Kirkland,4,3.5,3290,2360,2.0,2006,899949.9999
Kirkland,4,2.5,3030,3030,2.0,2003,902000.0
Bellevue,4,1.5,2220,1490,1.0,1954,920999.9999
Bellevue,4,3.5,3280,3280,2.0,2007,963000.0001
Sammamish,4,2.75,2800,2800,2.0,1992,998999.9999
Seattle,4,4.0,3530,2630,2.0,1958,1095000.0
SeaTac,4,1.0,1920,1220,1.0,1966,170000.0
Renton,3,1.0,1140,1140,1.0,1943,171224.8
Federal Way,3,1.5,1180,1180,1.0,1977,187500.0
Federal Way,3,1.5,1430,820,1.0,1980,197999.9999
Federal Way,4,1.75,1740,1180,1.0,1978,204950.0
Auburn,3,1.0,1320,1320,1.0,1967,206000.0
Seattle,1,1.0,930,930,1.0,1948,210000.0
Federal Way,3,2.25,2110,1360,1.0,1973,225279.4286
Renton,3,2.0,1410,1410,1.0,1983,229950.0
Seattle,3,2.0,1570,1050,2.0,1971,233166.6667
Auburn,3,1.75,1190,1190,1.0,1968,235000.0
Kent,3,1.75,1280,1280,1.5,1988,242000.0
Covington,3,1.75,1370,1370,1.0,1982,247199.9999
Maple Valley,4,2.5,1800,1800,2.0,1998,249999.9999
Auburn,3,1.75,1160,1160,1.0,1998,250000.0
Kirkland,2,1.5,1088,1088,2.0,1983,250000.0
Seattle,3,1.5,880,880,1.0,1945,253000.0
Kent,3,1.75,1700,1700,1.0,1987,255000.0
Kent,3,2.0,1870,1270,1.0,1986,259000.0
Tukwila,3,1.75,1440,1090,1.0,1958,260000.0
Lake Forest Park,3,1.5,1270,1150,1.0,1948,260000.0
Renton,2,1.5,1480,940,1.0,1978,269500.0
Auburn,3,2.0,1380,1380,1.0,1989,272000.0
Kent,4,2.25,1930,1360,1.0,1988,280000.0
Kent,3,2.5,1413,1413,2.0,2011,286800.0
Kent,4,2.5,1660,1660,2.0,1994,294999.0
Seattle,4,2.0,1870,1870,1.5,1956,310000.0
Seattle,3,1.0,860,860,1.5,1927,320000.0
Federal Way,4,2.5,2610,2610,2.0,1987,325000.0
Kenmore,3,1.75,1160,1160,1.0,1976,329333.3333
Auburn,3,2.5,3040,3040,2.0,2003,330000.0001
Seattle,3,2.5,1270,1270,2.0,2004,331366.6668
Renton,3,2.5,1530,1270,1.0,1993,332000.0
Seattle,2,1.0,740,740,1.0,1948,342000.0
Renton,4,2.75,2250,1480,1.0,1975,344999.9999
Shoreline,3,2.5,1680,1680,2.0,2007,345000.0
Seattle,3,2.0,1380,1380,3.0,2013,350000.0
Seattle,2,2.5,1260,1260,3.0,2005,350000.0
Seattle,5,3.5,2800,2800,2.0,1995,379900.0
Kent,4,2.5,2150,2150,2.0,1991,379999.9999
Kent,4,2.5,2210,2210,2.0,1993,382500.0
Snoqualmie,2,2.5,1620,1620,2.0,2008,386000.0
Duvall,3,2.25,2140,2140,2.0,1986,400000.0
Kirkland,3,1.5,1450,1010,1.0,1968,402000.0
Lake Forest Park,3,1.5,1880,1480,1.0,1968,405000.0
Newcastle,4,2.0,1610,1610,1.0,1967,415000.0001
SeaTac,3,2.5,2890,2890,2.0,2000,420999.9999
Issaquah,3,2.0,1730,1370,1.0,1978,430000.0
Seattle,3,2.25,1230,1080,2.0,2009,435000.0
Seattle,2,1.0,1230,1230,1.0,1928,435000.0
Kirkland,4,2.0,1450,1450,1.5,1962,440000.0
Snoqualmie,4,2.5,2470,2470,2.0,1999,449950.0
Issaquah,4,2.5,1670,1670,2.0,2005,451000.0
Seattle,4,1.5,1550,1350,1.5,1918,458000.0
Renton,4,2.5,3250,3250,2.0,2009,460886.923
Vashon,2,2.0,1494,1494,2.0,1943,465000.0
Seattle,2,2.75,1430,995,2.0,2006,465000.0
Renton,4,2.5,2340,2340,2.0,2001,465950.0001
Seattle,3,2.5,1180,1180,3.0,2010,472000.0
Seattle,3,2.25,2280,1150,1.0,1985,475000.0001
Snoqualmie,3,2.75,2300,2300,2.0,2008,479499.9999
Kirkland,4,1.75,2030,2030,1.5,1975,493000.0001
Renton,3,2.5,2970,2970,2.0,1998,499500.0
Shoreline,3,1.75,2180,1480,1.0,1961,506000.0
Renton,4,2.75,3070,3070,2.0,2006,535000.0
Issaquah,4,2.25,1990,1990,2.0,1991,536000.0
Bellevue,3,2.75,2750,1810,1.0,1978,540000.0001
Redmond,4,2.25,2030,1590,1.0,1967,545000.0001
Seattle,4,1.0,1720,1200,1.5,1926,547000.0
Seattle,2,2.5,1380,1380,3.0,2006,549000.0
Vashon,3,1.75,2240,2240,2.0,1976,549999.9998
Seattle,3,2.0,2340,1170,1.0,1971,560000.0
Seattle,5,1.0,1710,1320,1.5,1926,560000.0
Bellevue,5,2.0,2700,1540,1.0,1962,580000.0
Redmond,3,2.25,2010,2010,2.0,1985,605000.0
Woodinville,3,2.5,2830,2830,2.0,1989,605500.0
Sammamish,4,2.5,2490,2490,2.0,1983,615999.9999
Kirkland,3,2.5,2670,2670,2.0,2003,645325.0001
Seattle,3,2.0,1880,1030,1.0,1927,667500.0
Woodinville,4,2.75,2700,2700,2.0,1976,668999.9998
Seattle,6,1.75,2740,1370,1.0,1953,675000.0
Kirkland,4,2.5,2650,2110,2.0,1988,719999.9999
Redmond,4,2.75,2630,2630,2.0,1994,725000.0001
Redmond,3,2.5,2300,2300,1.0,2005,738500.0
Newcastle,4,2.5,2940,2940,2.0,1991,752000.0
Bellevue,3,2.5,2590,2590,2.0,1988,809000.0001
Seattle,7,4.25,3670,2800,2.0,1964,823999.9999
Redmond,5,2.75,3010,3010,2.0,1994,837699.9999
Woodinville,4,3.5,3860,3120,2.0,1996,840000.0
Redmond,4,2.75,3150,2480,1.0,1986,853999.9997
Bellevue,5,3.5,3130,2570,2.0,2014,866059.0
Seattle,4,4.25,3010,1940,2.0,1951,870000.0
Seattle,3,1.75,2960,1480,1.0,1952,936000.0
Seattle,4,3.5,2650,2060,2.0,2001,1008000.0
Newcastle,4,3.5,4170,4170,2.0,2004,1200000.0
Sammamish,4,4.0,4420,4420,2.0,2013,1325000.0
Seattle,3,3.5,4360,2960,2.0,2008,1555000.0
Seattle,6,1.0,1370,1120,1.5,1931,175000.0
Seattle,2,1.0,660,660,1.0,1915,175000.0
Seattle,1,1.0,720,720,1.0,1914,190000.0
Tukwila,3,1.0,1080,1080,1.5,1900,192500.0
Tukwila,2,1.5,1820,1820,2.0,1921,206000.0
Renton,2,1.0,1080,1080,1.0,1958,230000.0
Federal Way,3,1.75,1670,1170,1.0,1978,239950.0
Seattle,2,1.0,670,670,1.0,1942,240000.0
Maple Valley,3,2.0,1260,1260,1.0,1986,242000.0
Renton,3,1.0,1130,1130,1.0,1958,243069.2307
Normandy Park,2,1.0,790,790,1.0,1942,250275.0
SeaTac,4,2.0,2030,1430,1.5,1947,253779.0
Kent,4,1.75,1820,1080,1.0,1980,264000.0
Covington,4,1.75,1770,1050,1.0,1983,264950.0
Auburn,4,1.5,2050,1050,1.0,1963,265000.0
Auburn,3,2.25,1584,1584,2.0,2012,267000.0
Federal Way,3,2.25,1720,1320,1.0,1969,274500.0
Kent,5,1.75,2150,1460,1.0,1970,279950.0001
Renton,3,1.0,990,990,1.0,1960,284950.0
Federal Way,4,2.5,2570,1590,1.0,1979,287500.0001
Des Moines,3,2.0,1380,1380,1.0,1966,295000.0
Renton,5,2.5,2220,1110,1.0,1968,299000.0
Seattle,3,2.5,1700,1700,2.0,2000,300000.0
Kirkland,3,1.0,910,910,1.0,1971,300000.0
Seattle,3,2.25,1490,1220,2.0,2010,309000.0
Federal Way,4,2.5,2660,1740,1.0,1960,310000.0
Maple Valley,3,2.5,1730,1730,2.0,1993,315000.0
Maple Valley,4,2.5,1820,1820,2.0,1994,322500.0
Renton,3,2.75,2200,1280,1.0,1977,325000.0
Duvall,3,2.5,1600,1600,2.0,2005,329999.9999
Seattle,2,1.0,940,940,1.0,1910,337945.75
Seattle,2,1.0,1100,1100,1.0,1954,343566.0
Renton,3,2.5,2640,1680,2.0,1991,365000.0
Shoreline,3,2.5,1950,1950,2.0,1997,375000.0
Seattle,3,3.25,1689,1689,3.0,2008,384400.0
Seattle,3,1.75,1050,950,1.5,1928,400000.0
Normandy Park,5,2.5,3600,2410,1.0,1968,403500.0
Burien,4,2.0,1970,1820,1.0,1961,409999.9999
Renton,4,2.5,2020,2020,2.0,2010,414999.9999
Seattle,3,1.75,1270,1270,1.0,1952,415000.0
Kirkland,3,2.0,1670,1170,1.0,1972,423999.9999
Snoqualmie,4,2.5,2410,2410,2.0,2000,440000.0
Seattle,3,1.75,1180,760,1.0,1928,450000.0
North Bend,3,1.75,1180,1180,1.0,1981,455000.0
Renton,3,3.25,2770,1980,2.0,2006,461000.0001
Seattle,3,1.75,1510,860,1.0,1925,465000.0
Shoreline,5,2.5,2240,1140,1.0,1966,469000.0
Seattle,3,1.75,1700,1230,1.0,1977,475000.0
Seattle,3,3.25,1380,1380,3.0,2008,482000.0
Seattle,2,2.5,1430,1410,3.0,2008,485000.0
Auburn,5,3.25,3850,3030,2.0,2002,507000.0
Redmond,4,1.75,1770,1170,1.0,1968,507000.0
Seattle,3,3.5,1360,1040,2.0,2007,515000.0
Duvall,4,2.5,2920,2920,2.0,2003,515499.9999
Kenmore,4,2.5,2610,2610,2.0,2008,534999.9999
Redmond,3,2.0,2120,2120,2.0,2003,535000.0001
Snoqualmie,3,1.75,1930,1930,1.0,2013,536751.0
Woodinville,4,2.5,2050,2050,2.0,1989,540000.0
Shoreline,3,1.75,1970,1420,1.0,1963,540000.0
Seattle,3,2.5,1560,1360,1.5,1936,545500.0
Lake Forest Park,5,2.25,1870,1170,1.0,1961,554000.0
Seattle,3,1.75,2040,1120,1.0,1958,554999.9999
Duvall,5,3.0,2795,2795,2.0,1996,562000.0001
Redmond,2,2.0,1690,1690,1.0,2004,564000.0
Kent,5,3.5,3260,3260,2.0,1969,568450.0002
Issaquah,4,2.5,2290,2290,2.0,1996,570000.0001
Issaquah,5,3.25,3160,3160,2.0,1980,574950.0001
Renton,4,2.5,3250,3250,2.0,2008,579999.9999
Sammamish,5,2.25,2480,2480,2.0,1978,615000.0001
Issaquah,4,2.5,1910,1910,2.0,1987,620000.0
Kenmore,4,2.5,2807,2807,2.0,1996,630000.0
Seattle,5,2.75,2870,1650,1.0,1976,646000.0
Bellevue,3,1.75,2920,1620,1.0,1981,650000.0
Sammamish,3,3.0,3450,3450,2.0,1983,688000.0
Sammamish,4,2.5,3210,3210,2.0,1995,690408.6209
Mercer Island,4,1.75,1980,990,1.0,1948,711000.0
Sammamish,3,2.5,2420,1690,2.0,1989,739888.0
Sammamish,4,2.5,2790,2790,2.0,1997,764000.0
Redmond,3,2.25,2910,2910,2.0,1990,770000.0001
Kirkland,4,2.5,3170,3170,2.0,2008,819999.9999
Seattle,4,3.5,3810,3810,2.0,1938,825000.0
Kirkland,5,3.5,3450,2350,1.0,1972,850000.0
Seattle,4,2.25,2190,1800,2.0,1918,855000.0
Sammamish,4,2.5,3640,3640,2.0,1999,913000.0
Redmond,4,2.5,4270,2680,1.0,1991,975000.0001
Bellevue,4,3.5,4680,3360,2.0,2005,1160000.0
Bellevue,4,3.25,4290,2690,1.0,1997,1384000.0
Kirkland,4,2.75,3870,3870,2.0,2005,1399950.0
Fall City,6,5.0,6050,6050,2.0,2001,1600000.0
Auburn,3,2.0,1340,920,1.0,1912,186000.0
Enumclaw,3,1.0,1330,1330,2.0,1905,197500.0
Tukwila,3,1.5,1140,1140,1.0,1960,199999.9999
Auburn,3,2.0,1440,1440,1.0,1983,210000.0
Kent,3,1.75,1150,1150,1.0,1983,220083.3333
Federal Way,3,2.25,1640,1140,1.0,1984,221000.0
Federal Way,3,1.0,1320,880,1.0,1961,232500.0
Auburn,3,1.75,1750,1750,2.0,1976,232603.0
Des Moines,4,2.0,1790,1670,1.0,1960,240000.0
Seattle,4,2.0,2080,1040,1.0,1950,247999.9999
Kent,3,1.0,1050,1050,1.0,1959,249000.0
Federal Way,3,1.75,1840,1840,1.0,1966,265000.0
Renton,4,1.75,1530,1530,1.5,1968,269900.0
Federal Way,3,1.75,1860,1860,1.0,1971,275000.0
Seattle,3,1.0,1210,1210,1.5,1901,285000.0
SeaTac,3,2.0,1300,1300,1.5,1933,287000.0
Covington,4,2.5,3490,3490,2.0,2003,297857.1429
Seattle,3,2.5,1800,1800,2.0,2011,309000.0
Carnation,4,1.5,1220,1220,1.0,1980,309999.9999
Seattle,3,1.75,1900,1070,1.5,1903,311000.0
Seattle,2,1.0,920,920,1.0,1939,319950.0
Seattle,4,1.0,1940,1940,1.5,1947,323833.3333
Federal Way,3,2.5,2238,2238,2.0,2011,330000.0
Renton,3,2.5,2480,2480,2.0,2004,340000.0
Renton,3,2.0,2140,1480,1.0,1966,346150.0001
Kirkland,2,1.0,1620,850,1.0,1921,350000.0
Shoreline,3,2.0,1430,1430,1.0,1945,352450.0
Maple Valley,4,2.5,2850,2850,2.0,2004,360000.0001
Seattle,3,2.5,2160,1260,1.5,1909,378749.9999
Kenmore,4,2.25,2150,1090,1.0,1963,380000.0
Kent,3,1.75,2310,1630,1.0,1978,385000.0
Kirkland,3,2.25,1600,1090,1.0,1979,390000.0
Issaquah,4,1.0,1980,1430,1.0,1968,395000.0
Seattle,4,2.25,1820,1320,1.5,1930,399888.0001
Seattle,2,1.0,1260,1260,1.0,1947,405000.0001
Lake Forest Park,6,2.75,2520,1320,1.0,1962,410000.0001
Renton,4,2.5,2640,2640,2.0,1987,429900.0001
Seattle,3,1.75,1310,1310,1.0,1948,435000.0001
Redmond,2,1.75,1440,1440,1.0,2005,437000.0
Redmond,3,1.75,1170,1170,1.0,1968,440000.0
Renton,4,2.5,2400,2400,2.0,2003,449999.9999
Kirkland,3,1.75,1610,1610,1.0,1955,450000.0
Seattle,3,1.0,1320,1320,2.0,1900,464000.0
Maple Valley,3,2.0,1730,1730,1.0,1997,470000.0
Kirkland,3,2.25,1820,1820,2.0,1983,489950.0
Seattle,3,1.75,1840,920,1.0,1910,499000.0
Carnation,3,2.5,2840,1870,1.0,1994,500000.0
Issaquah,3,2.5,1610,1610,2.0,1996,505000.0
Seattle,2,1.0,1570,1150,1.0,1952,506000.0
Seattle,3,2.5,2120,2120,2.0,2003,507000.0
Lake Forest Park,4,2.5,2610,2610,2.0,1998,510000.0
Normandy Park,3,2.75,2020,1270,1.0,1954,518999.9999
Burien,5,3.75,3090,3090,2.0,2014,540499.9999
Seattle,3,2.25,1240,1240,3.0,2008,543000.0
Bellevue,4,2.25,2060,1320,1.0,1962,558000.0
Seattle,3,2.5,1940,970,1.0,1948,575999.9999
Bellevue,4,2.25,2160,2160,1.0,1969,579999.9999
Kirkland,4,2.5,2840,2840,2.0,2001,584999.9999
Seattle,3,1.5,1470,1470,2.0,1907,590299.9999
Redmond,3,2.5,2650,2650,2.0,1994,592105.7143
Enumclaw,3,2.0,2540,2540,1.0,2007,599999.9998
Kirkland,4,2.25,3070,3070,2.0,1970,599999.9999
Seattle,3,3.25,1530,1530,3.0,2006,607500.0
Seattle,4,3.25,2520,1550,1.5,1931,618249.9999
Bellevue,4,2.5,2270,1500,1.0,1972,619849.9999
Seattle,4,2.5,2310,2310,2.0,2008,646000.0
Bellevue,4,3.0,2620,1870,1.0,1956,659500.0
Redmond,4,2.5,2496,2496,2.0,1998,661000.0001
Seattle,6,2.0,1670,900,1.0,1911,680000.0001
Sammamish,3,2.75,3200,3200,2.0,2004,711999.9999
Redmond,4,2.5,2440,2440,2.0,1987,719999.9999
Redmond,3,2.5,2320,2320,1.0,2008,728050.0
Redmond,4,2.5,2650,2650,2.0,2012,734989.9999
Newcastle,3,3.5,3390,3040,2.0,2012,750000.0001
Seattle,4,2.25,2160,1080,1.0,1947,756000.0
Sammamish,4,2.75,3010,3010,2.0,1996,775000.0001
Seattle,4,2.5,2590,2590,2.0,2001,799000.0001
Seattle,4,2.25,2370,1440,1.0,1959,899000.0
Seattle,5,2.0,3530,3530,1.5,1925,929999.9999
Seattle,2,2.5,2540,2540,2.0,2004,945000.0001
Mercer Island,5,3.0,3330,2610,2.0,1977,950833.3334
Bellevue,3,2.5,2430,2430,2.0,1989,1027000.0
Newcastle,5,3.5,3990,3990,2.0,2001,1068000.0
Bellevue,4,3.5,3820,3280,2.0,1990,1240000.0
Seattle,4,4.5,4750,3600,2.0,2005,1309500.0
Seattle,3,3.5,3870,2760,2.0,2002,1440000.0
Issaquah,5,4.75,5990,4050,2.0,2002,2200000.0
Auburn,2,1.0,1020,1020,1.0,1948,175000.0
Auburn,3,2.25,1230,1230,1.5,1913,200000.0
Burien,2,1.0,860,860,1.0,1949,200000.0
Burien,3,1.0,1150,1150,1.0,1953,203000.0
Auburn,3,1.0,960,960,1.0,1960,205000.0
Auburn,2,2.0,1680,1680,2.0,1910,210000.0
Maple Valley,2,2.0,1310,1310,2.0,2004,218000.0
Renton,3,1.0,1300,1300,1.0,1960,237000.0
Auburn,3,1.75,1880,1330,1.0,1985,248400.0
Seattle,1,1.0,800,680,1.0,1931,250000.0001
Renton,4,2.0,2200,1100,1.0,1979,279000.0
Des Moines,3,2.0,1470,1470,1.0,1987,280000.0
Kent,4,2.0,1890,1890,2.0,1997,281999.9999
Seattle,2,1.0,840,840,1.0,1948,325000.0
Renton,3,2.5,1820,1820,2.0,1983,329950.0
Maple Valley,3,2.25,1860,1860,2.0,1995,330000.0
Burien,3,2.0,1510,1510,1.0,1942,331999.9999
Shoreline,4,3.0,2240,2240,2.0,1992,337000.0001
Auburn,3,2.5,2570,2570,2.0,2014,339990.0
Seattle,4,2.5,2040,2040,2.0,1996,355000.0
Vashon,2,1.0,1240,1000,1.0,1943,355000.0
Renton,5,2.25,2290,1290,1.0,1973,359899.9999
Seattle,3,2.25,1940,1100,1.0,1981,359949.9999
Maple Valley,4,2.5,2550,2550,2.0,2005,371000.0
North Bend,4,2.5,1890,1230,1.0,1978,378000.0001
Seattle,3,1.5,1520,1020,1.0,1949,380000.0
Seattle,3,1.0,1160,1160,1.5,1910,390000.0
Seattle,3,1.0,1500,900,1.0,1925,395000.0
North Bend,4,2.5,2320,2320,2.0,1997,397000.0
Shoreline,4,2.25,2420,1400,1.0,1973,400000.0001
Seattle,3,1.0,1430,1430,1.5,1950,400000.0
Sammamish,3,1.0,1460,1460,1.5,2002,405000.0
Seattle,2,1.0,1260,690,1.0,1925,412000.0
Renton,5,3.0,2630,1670,2.0,2013,420000.0
Shoreline,5,2.75,2280,1300,1.0,1959,419999.9999
Renton,3,2.5,2540,2540,2.0,1999,425000.0
Woodinville,3,2.25,1790,1290,1.0,1967,424999.9999
Bothell,5,3.0,3110,1790,1.0,1977,436499.9999
Kirkland,3,2.75,1910,1160,1.0,1979,441000.0
Carnation,4,2.5,2040,2040,2.0,1994,443500.0
Maple Valley,4,2.5,2510,2510,2.0,2006,448000.0
Seattle,3,2.0,1430,980,1.0,1947,450000.0
Burien,4,2.25,2450,1650,1.0,1954,455000.0001
Issaquah,3,2.25,1470,1470,2.0,1985,454999.9999
Sammamish,3,1.5,1440,1440,1.0,1975,456000.0
Bothell,3,2.5,1870,1870,2.0,2003,458000.0001
Bothell,3,1.75,1780,1210,1.0,1976,477000.0
Seattle,4,1.0,2080,1040,1.0,1941,480000.0
Seattle,4,3.0,1630,1110,1.0,1990,482500.0
Bellevue,4,2.25,2170,1300,1.0,1976,488800.0
Seattle,4,2.0,2120,1060,1.0,1940,489000.0001
Seattle,4,1.0,1360,1360,1.5,1917,511500.0
Seattle,3,2.25,1750,1750,3.0,2001,524999.9999
Seattle,5,2.5,2200,1420,1.5,1916,547000.0
Renton,4,2.75,3260,3260,2.0,2013,565000.0
Seattle,3,3.5,1890,1640,2.0,1999,587206.0
Newcastle,3,2.75,3290,3290,2.0,1993,595000.0002
Newcastle,4,2.5,2620,2620,2.0,1996,605000.0
Kirkland,3,2.5,1850,1850,2.0,1989,623000.0001
Seattle,3,2.5,2440,2440,2.0,2014,624999.9999
Sammamish,4,2.5,2090,2090,2.0,1986,632499.9999
Seattle,2,1.75,1760,880,1.0,1930,640000.0
Redmond,4,2.5,3040,3040,2.0,2003,649999.9999
Issaquah,4,3.25,3030,3030,2.0,1988,660000.0001
Seattle,4,2.25,2870,2220,2.0,1926,665899.9999
Bellevue,5,2.75,3260,1630,1.0,1964,681500.0
Sammamish,4,2.5,3290,3290,2.0,2003,715000.0
Snoqualmie,3,3.5,3690,3690,2.0,2001,724999.9999
Renton,4,3.25,3940,3440,2.0,2000,724999.9999
Seattle,6,1.75,2380,2380,2.0,1917,725000.0001
Redmond,2,2.5,2770,2770,2.0,2006,754800.0
Redmond,4,2.5,2970,2970,2.0,2014,775949.9999
Seattle,3,2.25,2140,2140,2.0,1905,780000.0
Lake Forest Park,4,1.75,2050,1450,1.0,1974,790000.0001
Sammamish,4,2.75,3150,3150,2.0,2004,800000.0
Sammamish,3,3.25,3240,3240,2.0,2001,812000.0001
Bellevue,5,2.25,2780,2780,2.0,1978,830000.0001
Seattle,3,2.25,2870,2250,2.0,1995,849999.9999
Woodinville,4,3.0,3740,3060,2.0,1988,869000.0
Mercer Island,3,2.25,2060,1610,1.0,1975,885000.0
Mercer Island,4,3.5,2970,2340,2.0,1997,905000.0001
Seattle,3,3.25,2660,2170,2.0,2003,915000.0001
Sammamish,4,2.75,3730,3730,2.0,2012,925000.0001
Mercer Island,4,2.0,3140,2040,1.0,1959,924999.9999
Des Moines,3,3.25,3050,1650,1.0,1962,950000.0001
Kirkland,4,2.5,3360,3360,2.0,1988,949999.9999
Mercer Island,3,2.75,2470,2470,2.0,1960,970500.0
Seattle,4,2.25,2870,1980,1.5,1905,994500.0001
Bellevue,4,4.5,3850,3000,2.0,1998,994999.9999
Bellevue,3,3.0,4910,4000,2.0,1989,1080000.0
Woodinville,6,4.25,6900,4820,2.0,2002,1135000.001
Seattle,5,3.25,3240,2500,1.5,1939,1234582.0
Bellevue,7,5.5,6630,4930,2.0,2004,1240000.0
Seattle,5,4.0,3366,2966,2.5,1937,1300000.0
Bellevue,4,3.5,4410,4410,2.0,1989,1320000.0
Seattle,5,3.25,3840,2750,3.0,2008,1462497.0
Mercer Island,7,3.5,4640,2860,2.0,1965,1950000.0
Seattle,2,1.0,1230,830,2.0,1948,375000.0
Bellevue,4,1.5,1550,1000,1.0,1956,418000.0
Seattle,4,1.75,1780,890,1.0,1943,442900.0001
Redmond,4,2.25,2330,2330,2.0,1986,639500.0001
Seattle,3,1.75,2610,1680,1.5,1934,750000.0001
Seattle,4,2.0,2160,2160,1.5,1928,849000.0
Redmond,3,2.5,3290,3290,2.0,2000,930000.0001
SeaTac,4,2.5,2380,2380,2.0,1999,330000.0001
Renton,4,2.5,2580,2580,2.0,2004,373999.9999
Bellevue,4,2.5,2040,1420,1.0,1963,500000.0
Issaquah,4,2.5,2090,2090,2.0,1990,545000.0
Kirkland,4,2.5,2370,2370,2.0,1966,687000.0001
Bellevue,4,2.5,2130,1230,1.0,1963,732600.0
Seattle,3,1.75,2870,1840,1.5,1907,801999.9999
Bellevue,4,2.5,2810,2810,2.0,1989,810000.0
Kirkland,4,3.5,3530,2570,2.0,1987,874150.0001
Seattle,3,1.5,1270,1270,2.0,2012,160797.0001
Tukwila,3,1.0,1200,1200,1.0,1943,165000.0
Des Moines,5,2.5,1740,1740,1.0,1959,199950.0
Covington,3,1.5,1090,1090,1.0,1968,200000.0
Seattle,2,1.75,880,880,1.0,1945,205425.0
SeaTac,3,2.0,1340,1340,1.0,1931,214999.9999
Federal Way,3,1.75,1580,1580,1.0,1967,225000.0
Kent,3,2.25,1650,1650,2.0,1985,233500.0
Seattle,2,1.0,870,870,1.0,1940,234000.0
Federal Way,6,3.0,2180,2180,2.0,1980,235000.0
Tukwila,4,1.75,1450,1180,1.5,1962,235000.0
Renton,3,1.0,1170,1170,1.0,1968,235000.0
Covington,3,1.75,1230,1230,1.0,1984,239950.0
Kent,3,1.0,1000,1000,1.0,1968,249000.0
Covington,2,1.75,1500,1500,1.0,1963,249500.0
Covington,3,2.0,1310,1310,1.0,1990,249900.0
Kent,4,2.5,2000,2000,2.0,1989,260000.0002
Federal Way,3,1.75,1390,1390,1.0,1962,261350.0
Federal Way,3,1.75,1760,1760,1.0,1966,264000.0
Seattle,3,1.0,1620,1620,1.5,1928,265000.0
