number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,total cost
3,1.5,1430,8960,1,0,0,4,1430,0,1953,1983,Burien,WA 98166,7.488661552,178650
2,2,1390,1302,2,0,0,3,1390,0,1986,0,Federal Way,WA 98003,7.964863915,186950
2,2,1700,3171,1,0,0,5,850,850,1927,0,Auburn,WA 98002,6.152549843,188999.9999
2,1.5,880,1157,2,0,0,3,880,0,2007,0,Seattle,WA 98126,7.389550565,210000
2,1,1320,8865,1,0,0,4,1320,0,1943,0,Burien,WA 98168,7.695115157,215000
3,1.75,1210,8075,1,0,0,4,1210,0,1983,0,Pacific,WA 98047,6.003541906,215000
3,1.5,1560,7300,1,0,0,4,1040,520,1964,0,Auburn,WA 98001,7.048526779,224000
3,2,2030,24829,1,0,0,4,1220,810,1979,0,Auburn,WA 98001,7.187884745,224999.9999
3,2.5,1680,6755,2,0,0,3,1680,0,1994,0,Auburn,WA 98092,6.803266499,225000
4,2.25,1830,9485,1,0,0,4,1200,630,1989,0,Federal Way,WA 98023,7.006363148,236000.0001
3,1.75,1310,9645,1,0,0,3,1310,0,1979,2014,SeaTac,WA 98198,7.404168083,242000
3,2.5,2060,4030,2,0,0,3,2060,0,1999,0,Kent,WA 98032,7.874270089,244615
3,1.75,1300,7958,1,0,0,3,1300,0,1996,0,Auburn,WA 98092,6.585370175,245100
3,2,1400,8640,1,0,0,5,1400,0,1968,0,Federal Way,WA 98003,7.571500194,253400.0001
3,2,1480,7480,1,0,0,4,1480,0,1992,0,Maple Valley,WA 98038,6.394333013,254000
2,1,1060,8187,1,0,0,4,1060,0,1952,0,Shoreline,WA 98133,7.440546449,254000
3,1.5,1430,9600,1,0,0,4,1430,0,1966,0,Renton,WA 98059,7.214227101,266200
3,2.5,2495,4400,2,0,0,3,2495,0,2007,0,Federal Way,WA 98001,6.654792634,267000
3,1.75,1300,4127,1,0,0,4,650,650,1918,1953,Seattle,WA 98106,7.165944128,270000
4,1,1450,6250,1,0,0,3,990,460,1964,2000,Seattle,WA 98146,7.536971895,277000.0001
3,1,1180,5002,1.5,0,0,3,1180,0,1946,0,Shoreline,WA 98155,7.707777715,282508.8889
2,1,800,6240,1,0,0,3,800,0,1954,2005,Seattle,WA 98125,6.650396989,285000
3,1,1390,9624,1.5,0,0,4,1390,0,1954,1979,Shoreline,WA 98155,6.432871954,299000
3,1,1160,11776,1,0,0,3,1160,0,1968,1997,Woodinville,WA 98077,6.765113396,305000.0001
3,2.5,1680,11193,2,0,0,3,1680,0,1984,0,Renton,WA 98058,7.790996576,306000
3,1,1430,19901,1.5,0,0,4,1430,0,1927,0,Kenmore,WA 98028,6.961316713,310000
2,2.5,1050,1609,2,0,0,3,1050,0,2005,0,Seattle,WA 98144,6.779191713,325000
3,2.75,1720,28000,1,0,0,4,1720,0,1958,1972,Renton,WA 98058,6.186905822,326000
4,2,1480,3132,1,0,0,5,740,740,1910,0,Seattle,WA 98108,7.687726859,335000
3,2.25,2180,7741,2,0,0,3,2180,0,1986,0,Sammamish,WA 98074,6.673652412,341749.9999
2,1,1080,4000,1,0,0,3,1080,0,1940,1996,Seattle,WA 98117,6.232335872,345000
3,2.5,2400,9701,1,0,0,3,2400,0,1990,2009,Federal Way,WA 98023,6.257952341,355000
2,1,1270,3200,1,0,0,4,960,310,1920,0,Seattle,WA 98103,7.126138341,354999.9999
4,2.5,3753,7204,2,0,0,3,3336,417,2008,0,Federal Way,WA 98023,7.371081305,363000
3,1.5,1300,12240,1,0,0,3,1300,0,1963,2008,Kenmore,WA 98028,6.999729717,365000
3,2,1660,8281,1,0,0,3,1660,0,1949,1998,Seattle,WA 98136,6.430819019,380000
3,2.5,2250,3757,2,0,0,3,2250,0,2006,0,Renton,WA 98059,7.31125435,395000
3,1.75,1820,22320,1,0,0,3,1250,570,1977,2004,Redmond,WA 98053,6.925979705,420000
4,2.75,1680,9545,1,0,0,4,1080,600,1979,0,Kenmore,WA 98028,6.645143595,425000
2,1.75,1350,6315,1,0,0,3,1350,0,2005,0,Redmond,WA 98053,7.298126444,429000
3,3.75,3890,7140,1,0,2,3,2390,1500,1943,2007,Seattle,WA 98178,7.912924024,430000.0002
3,1.75,1980,5100,1,0,0,3,1270,710,1965,1993,Seattle,WA 98103,6.821924383,432500
4,3,4260,18000,2,0,2,3,4260,0,2000,0,Mercer Island,WA 98040,6.676276929,435000.0001
3,1.75,1610,6480,1,0,0,4,1610,0,1947,1988,Seattle,WA 98125,6.152130781,438750
3,1,1100,4600,1,0,0,3,1100,0,1917,2009,Seattle,WA 98116,7.95902109,450000
3,2,1300,3731,1,0,0,3,900,400,1993,0,Seattle,WA 98118,7.828834548,450385.7143
4,3,2230,52983,2,0,0,3,2230,0,1991,0,Kent,WA 98030,6.008109073,460000
6,3.25,4250,23326,1,0,3,3,2150,2100,1967,2011,Federal Way,WA 98003,6.068294777,465000
3,2.25,1840,5752,2,0,0,3,1840,0,2003,0,Kirkland,WA 98034,6.888395698,465000
2,3.25,1400,1243,3,0,0,3,1400,0,2000,0,Seattle,WA 98103,7.391398112,474800
3,2,1980,12150,1,0,0,3,1980,0,1994,0,Kent,WA 98042,6.833773032,479900
4,2.5,2360,4367,2,0,0,3,2360,0,2003,0,Woodinville,WA 98072,7.7193181,490000
4,2.5,2798,4473,2,0,0,3,2798,0,2012,1912,Renton,WA 98055,7.568828781,499950
4,1.5,2040,8800,1,0,0,4,1020,1020,1961,2001,Bellevue,WA 98007,7.745248101,510000
3,1.75,1400,4000,1,0,0,3,870,530,1951,1994,Seattle,WA 98117,6.382699595,510250
4,2.5,2680,7178,2,0,0,3,2680,0,2004,2003,Snoqualmie,WA 98065,7.197102778,515000
2,1.75,2050,11900,1,0,0,4,2050,0,1950,1983,Bellevue,WA 98004,7.57755195,532500.0001
3,2.5,1720,4006,2,0,0,3,1720,0,1994,0,Issaquah,WA 98029,7.994472207,535000
3,2.5,1550,12920,2,0,0,5,1550,0,1999,0,Kirkland,WA 98033,6.816791621,537000
4,2.5,2230,10414,1,0,0,5,1450,780,1974,0,Issaquah,WA 98075,7.866371605,544500.0001
4,1,1660,34848,1,0,0,1,930,730,1933,0,Redmond,WA 98052,7.972682791,550000
3,2.5,3160,4270,2,0,0,3,2650,510,2006,0,Bothell,WA 98011,7.858483641,555000
7,4.5,4140,9066,1,0,0,3,2070,2070,1978,0,Seattle,WA 98125,6.066859767,564999.9999
5,2,1940,6000,1,0,0,5,970,970,1945,0,Seattle,WA 98115,7.385613439,580000
3,2,1650,6150,2,0,0,4,1650,0,1926,1993,Seattle,WA 98116,7.381125593,590000
4,2.75,2020,2750,1,0,0,3,1010,1010,1917,2014,Seattle,WA 98122,6.084845533,599000
4,2,2510,38141,1,0,0,3,2510,0,1960,2012,Kirkland,WA 98034,6.16597051,600000
3,1.75,1580,7416,1,0,0,3,1150,430,1967,2011,Bellevue,WA 98005,6.842845197,600000
4,2.5,2740,43101,2,0,0,3,2740,0,1993,0,Woodinville,WA 98077,6.521803832,630000
3,2.5,2300,5500,1.5,0,0,4,2000,300,1921,0,Seattle,WA 98144,7.680917887,635000
4,2.5,2990,5669,2,0,0,3,2990,0,2003,0,Sammamish,WA 98074,7.347774433,654999.9999
3,2.5,2190,10370,2,0,0,3,2190,0,1987,2000,Sammamish,WA 98074,7.178220909,665000.0001
3,1,1700,6356,1.5,0,0,3,1700,0,1907,1983,Seattle,WA 98118,7.653768517,681000
4,2.5,3150,7277,2,0,0,3,3150,0,2006,0,Renton,WA 98056,7.239490658,681715.9999
4,3.5,4490,5099,2,0,0,3,3390,1100,2006,0,Snoqualmie,WA 98065,6.89737968,699999.9998
2,1.75,2320,5500,1.5,0,2,3,1720,600,1925,2000,Seattle,WA 98144,6.971622328,700000
3,2.5,2810,5400,2,0,0,3,2810,0,2005,0,Redmond,WA 98052,7.782043305,738999.9999
4,2.25,2920,46355,2,0,0,4,2920,0,1998,0,Fall City,WA 98024,7.650563086,740000.0002
2,1.75,2080,4800,1,0,0,5,1080,1000,1923,0,Seattle,WA 98117,6.305133636,740000.0001
4,3.5,3910,8095,2,0,0,3,3130,780,2007,0,Issaquah,WA 98029,6.461974181,782000
4,2.25,2000,3800,2,0,0,3,2000,0,2001,0,Seattle,WA 98115,7.155247126,815000
3,2.5,2510,5503,2,0,2,3,2510,0,1995,0,Seattle,WA 98136,7.810309262,820000.0001
4,2.5,3420,8405,2,0,0,3,3420,0,2000,0,Sammamish,WA 98074,6.683684838,840000.0001
4,2.75,3040,2800,2,0,0,3,2100,940,1906,2014,Seattle,WA 98102,6.591850159,840000
3,2,2520,5400,1.5,0,0,4,1410,1110,1906,1990,Seattle,WA 98119,7.594809072,840500
3,2.75,2280,4280,1,0,0,5,1280,1000,1917,0,Seattle,WA 98103,6.843154642,875000.0001
5,1.5,2680,28014,1,0,0,4,1450,1230,1963,0,Bellevue,WA 98004,7.857301501,898000
6,2.75,2300,24773,1.5,0,0,4,2300,0,1950,1985,Mercer Island,WA 98040,6.28595672,900000.0001
3,2.5,2690,7000,2,0,0,5,1840,850,1943,0,Seattle,WA 98115,7.142360225,925000
4,2.25,2410,4560,2,0,2,5,1800,610,1929,0,Seattle,WA 98117,7.394086575,960000
6,2.75,3610,17580,1,0,4,5,2070,1540,1959,0,Sammamish,WA 98075,7.830620107,968000
7,4,3150,34830,1,0,0,3,3150,0,1957,2005,Bellevue,WA 98007,7.447415916,999000.0002
4,2.75,3650,6982,2,0,2,4,2530,1120,1951,2003,Seattle,WA 98115,6.149992894,1210000
4,2.5,3240,10800,1,0,0,3,2260,980,1946,0,Seattle,WA 98105,7.227198833,1285000
4,3.25,4700,9160,1,0,4,3,2520,2180,2005,0,Seattle,WA 98116,7.386066068,1400000
3,1,1010,5490,1,0,0,3,1010,0,1954,2005,SeaTac,WA 98168,7.671700246,145000
3,1,1250,6250,1,0,0,2,1030,220,1949,0,Seattle,WA 98108,6.356261123,155000
2,1,1500,4120,1.5,0,0,3,880,620,1928,1954,Renton,WA 98057,6.317937768,156766.6666
3,1.75,1590,7617,2,0,0,3,1590,0,1986,0,Des Moines,WA 98198,6.018331044,210000
2,1,950,7560,1,0,0,3,950,0,1958,2004,Renton,WA 98058,7.200627857,230000
4,2,1530,6375,2,0,0,3,1530,0,1942,1983,Renton,WA 98058,6.152561239,231000.0001
3,1.5,1270,11600,1,0,0,4,1270,0,1964,0,Kent,WA 98031,7.568622271,246499.9999
2,1,1110,26051,1,0,0,3,1110,0,1951,1994,SeaTac,WA 98168,7.661338836,250000.0001
3,1.5,1470,14821,1,0,0,4,1470,0,1958,1972,Kent,WA 98042,6.303283866,264000
4,2.25,1720,9753,1,0,0,4,1120,600,1978,2000,Federal Way,WA 98023,7.762365256,264950
4,1.75,1880,7632,1,0,0,4,1180,700,1978,2000,Federal Way,WA 98023,7.543472319,266500
3,1.75,1590,11914,1,0,2,3,1090,500,1957,2000,SeaTac,WA 98188,7.936633105,267500.0001
4,2.5,2290,4539,2,0,0,3,2290,0,2001,0,Renton,WA 98058,7.533312353,295000
3,2.5,2080,9827,2,0,0,3,2080,0,1989,0,Federal Way,WA 98023,7.667370204,300000
2,1,820,3844,1,0,0,4,820,0,1916,0,Seattle,WA 98133,7.527206738,300000
2,2.25,1000,905,3,0,0,3,1000,0,2006,0,Seattle,WA 98117,6.928099591,305000
2,1,810,4800,1,0,0,3,810,0,1919,2001,Seattle,WA 98118,7.555103111,308830.7693
3,1.5,1460,5040,1,0,0,3,1100,360,1971,0,Seattle,WA 98133,6.20853136,329932
3,2.25,2270,8876,1,0,0,3,1380,890,1977,2004,Renton,WA 98058,6.229109042,332000.0001
4,1.75,1700,7800,1,0,0,5,1120,580,1981,0,Renton,WA 98059,7.735722511,349000
4,2.5,2040,22653,2,0,0,3,2040,0,2011,0,Seattle,WA 98168,6.076052145,350000
2,1,1320,1824,1.5,0,0,4,1320,0,1909,1989,Seattle,WA 98144,6.662424392,395000
5,2,1930,9747,1,0,0,4,1020,910,1962,0,Kenmore,WA 98028,7.311269145,400000
4,1.5,1390,7200,1,0,0,3,1140,250,1965,1993,Seattle,WA 98133,7.987999401,400000
4,2,1670,12056,1,0,0,3,1670,0,1955,2005,Kenmore,WA 98028,6.052974929,400000.0001
4,2.75,1240,3867,1,0,0,3,800,440,1987,2000,Seattle,WA 98125,7.060717828,400000
5,1.75,1880,10000,1,0,0,3,960,920,1963,2008,Kirkland,WA 98034,7.888392321,405000.0001
3,2,1240,14404,1,0,0,3,1240,0,1988,2000,Redmond,WA 98053,6.683455998,405000
3,1.75,2930,19876,1,0,0,3,2030,900,1993,0,Woodinville,WA 98072,7.440605705,408900
3,1.75,1950,52256,1,0,0,4,1950,0,1985,0,Kent,WA 98042,7.465401518,411999.9998
2,1,1260,5000,1,0,0,3,1040,220,1951,1994,Seattle,WA 98117,6.113603508,436500
4,1.75,1990,4725,1.5,0,0,4,1190,800,1944,0,Seattle,WA 98126,7.628379319,445000
4,2,2240,7725,1,0,0,5,1120,1120,1956,0,Seattle,WA 98106,6.134984625,450000.0001
4,2.25,2590,10002,1,0,0,4,1340,1250,1968,0,Kenmore,WA 98028,7.334861392,452000
6,2.5,4410,14034,1,0,2,4,2350,2060,1965,0,Federal Way,WA 98003,6.471367235,472000.0001
3,1,2110,10005,1,0,0,5,1110,1000,1924,1956,Kirkland,WA 98033,7.976957266,475300
4,2.75,2320,4344,2,0,0,3,2320,0,2012,1912,Renton,WA 98059,6.704093428,484991.6667
4,1,1600,4300,1.5,0,0,4,1600,0,1916,0,Seattle,WA 98103,7.911477275,485000
3,2,2590,108900,2,0,0,3,1980,610,1988,2000,Maple Valley,WA 98038,7.053624318,503000.0002
3,1.5,2240,3800,2,0,0,3,1370,870,1929,0,Seattle,WA 98115,7.087024118,510000.0001
3,3,2600,5238,1.5,0,3,3,1890,710,1989,0,Des Moines,WA 98198,7.696364215,524999.9999
5,2.5,2630,9216,2,0,0,3,2630,0,2003,0,Duvall,WA 98019,6.927926728,525000.0001
3,1,1590,6420,1,0,0,3,1590,0,1944,0,Seattle,WA 98136,6.954749702,529000
3,1.5,2600,5085,1,0,0,4,1400,1200,1940,2001,Seattle,WA 98126,6.523506137,539999.9999
5,2,2450,9488,1,0,0,4,1240,1210,1900,1955,Seattle,WA 98133,7.300568667,550000
4,2.5,2440,22594,2,0,0,3,2440,0,1996,0,Redmond,WA 98053,6.064589841,565000
3,2,1480,5000,1,0,0,4,750,730,1928,0,Seattle,WA 98117,6.810112022,595000
4,2.5,2760,6850,2,0,0,3,2760,0,1999,0,Newcastle,WA 98056,7.606585422,602500
4,2,2300,3400,1.5,0,0,5,1550,750,1915,0,Seattle,WA 98117,7.924373034,619000.0001
4,1.75,1640,4240,1,0,0,5,920,720,1921,0,Seattle,WA 98117,7.941049704,635200
3,3.25,1730,1229,2,0,2,3,1320,410,2008,0,Seattle,WA 98119,6.827549298,645000
3,2.5,2930,6050,2,0,0,3,2930,0,2008,0,Snoqualmie,WA 98065,6.901256334,650880
4,2.75,3310,6166,2,0,0,3,3310,0,2008,0,Snoqualmie,WA 98065,7.580595735,658000
3,2.5,2620,21587,2,0,0,3,2620,0,1992,0,Redmond,WA 98053,7.438999387,671999.9999
4,2.75,2620,6707,2,0,0,3,2620,0,2000,0,Sammamish,WA 98075,7.803187482,672500
3,2.25,2330,4000,1.5,0,2,5,1520,810,1927,0,Seattle,WA 98115,7.354627372,680000.0001
3,1.75,1940,7313,1,0,1,4,1440,500,1960,2001,Seattle,WA 98136,6.011491589,685000.0001
4,2.5,2920,9904,2,0,0,4,2920,0,1990,0,Issaquah,WA 98029,7.722791353,689999.9999
3,2.5,2390,4555,2,0,0,3,2390,0,2006,0,Sammamish,WA 98074,6.069239689,695000.0001
4,2.25,1960,8680,1,0,0,4,1290,670,1959,0,Bellevue,WA 98004,6.195181105,723000
5,3,2170,2440,1.5,0,0,4,1450,720,1911,1966,Seattle,WA 98105,7.897696332,750500.0001
5,3.25,2900,12160,1,0,0,4,1890,1010,1967,0,Bellevue,WA 98005,6.525214924,790000
4,2.25,2280,6660,1.5,0,2,3,1960,320,1940,1984,Seattle,WA 98119,7.511481961,820000.0001
3,2.5,2770,9136,2,0,0,3,2770,0,1991,0,Bellevue,WA 98006,7.143933159,859999.9999
4,3.5,4140,13392,2,0,0,3,4140,0,2000,0,Newcastle,WA 98059,6.042652305,950000
4,4.25,4960,6000,2.5,0,0,3,3680,1280,1909,2003,Seattle,WA 98109,7.125755128,1425000
2,1.5,1220,3568,1.5,0,0,4,1220,0,1976,1992,Des Moines,WA 98198,6.472220314,168000
4,1,1290,5000,1.5,0,0,3,1290,0,1957,2000,Seattle,WA 98146,7.606565232,173666.6667
3,2.25,1590,11745,1,0,0,3,1090,500,1978,0,Auburn,WA 98001,7.428732095,189999.9999
3,2,1560,7352,1,0,0,3,1560,0,1992,0,Algona,WA 98001,6.100509915,196440
3,2,2120,7560,1,0,0,3,2120,0,1991,0,Renton,WA 98058,7.337030431,237481.2501
3,2,1330,6000,1,0,0,4,630,700,1900,1971,Seattle,WA 98108,6.580655168,240000
2,1,1000,4776,1,0,0,4,1000,0,1942,1982,Seattle,WA 98108,6.802565417,247875
3,1.75,1050,5850,1,0,0,3,1050,0,1980,0,Burien,WA 98166,6.821962376,260000
2,1,1880,7560,1,0,0,3,940,940,1919,2001,Seattle,WA 98126,6.406565376,279999.9999
2,1,1090,5000,1,0,0,4,730,360,1942,1982,Seattle,WA 98126,6.289584987,287919.7826
3,1,1210,9525,1,0,0,3,1210,0,1955,2005,Seattle,WA 98106,7.70568454,299950
3,2.5,2260,19821,2,0,0,3,2260,0,1994,0,Renton,WA 98058,7.231491352,309487.5
3,2,1060,5750,1,0,0,3,1060,0,1981,2013,Seattle,WA 98126,7.550989896,315000
4,2.5,2280,7200,2,0,0,3,2280,0,1994,0,Kent,WA 98030,6.559938262,322000.0001
3,1.75,2180,10230,1,0,0,4,1090,1090,1961,2001,Seattle,WA 98118,6.72535443,325000
3,2.25,1490,4522,2,0,0,3,1490,0,2009,0,Kenmore,WA 98028,6.09573912,326983.3333
2,2.5,1240,1546,2,0,0,3,1240,0,2007,0,Seattle,WA 98108,6.772093491,330000
3,2.5,2200,7278,2,0,0,3,2200,0,1990,2009,Renton,WA 98058,6.04768878,349900
3,2,1550,8509,1,0,0,3,1150,400,1959,1989,Seattle,WA 98106,6.083828222,369000
3,1,1200,9800,1,0,0,4,1200,0,1971,0,Woodinville,WA 98072,7.054047732,374000
3,2.5,1860,3690,2,0,0,3,1860,0,2000,0,Kenmore,WA 98028,7.769768167,384949.9999
3,1,1220,4800,1,0,0,3,1220,0,1901,0,Seattle,WA 98122,6.333339053,385000
4,2.5,2910,5000,2,0,0,3,2910,0,2002,0,Covington,WA 98042,7.384719215,395000
2,1.75,1340,4664,1,0,0,3,1340,0,2004,2003,Redmond,WA 98053,7.463758902,415000
3,1.75,1510,44000,1,0,0,3,1240,270,1989,0,North Bend,WA 98045,7.019513563,425000.0001
3,1.75,1680,3000,1,0,2,4,840,840,1900,1971,Seattle,WA 98103,6.929741785,425000
3,2.25,1820,8058,1,0,0,3,1260,560,1974,0,Kirkland,WA 98034,6.36324388,425000
5,2.75,2220,4000,1,0,0,3,1230,990,1973,2013,Seattle,WA 98144,6.71678567,427000.0001
5,2.5,3090,23265,1,0,0,3,2990,100,1957,2000,Bothell,WA 98011,6.270298687,458000
3,1.75,2580,11000,1,0,0,4,1290,1290,1951,1999,Bellevue,WA 98006,7.961703781,459900
4,2.25,1820,20349,1,0,0,5,1340,480,1977,0,Woodinville,WA 98072,7.374258872,465000.0001
3,1.75,1920,5405,1,0,2,4,960,960,1947,1988,Seattle,WA 98126,6.873193906,490000
4,2.75,2620,6019,2,0,0,3,2620,0,2013,1923,North Bend,WA 98045,6.845963259,499431
3,2.5,1950,9906,2,0,0,3,1950,0,1988,2000,Sammamish,WA 98074,6.023438676,530000
4,2.5,2720,4738,2,0,0,3,2720,0,2012,1912,Snoqualmie,WA 98065,7.281219019,545000
3,1.5,2000,7350,1,0,0,3,2000,0,1953,0,Seattle,WA 98177,7.78104431,560000
4,2,2340,50233,1,0,0,4,1170,1170,1966,0,Sammamish,WA 98075,6.949039591,567999.9999
4,3.25,4240,25639,2,0,3,3,3550,690,1989,0,Federal Way,WA 98023,7.602461028,624999.9999
3,2.5,2670,10082,1,0,0,3,2670,0,1987,2000,Sammamish,WA 98074,6.304970792,642000
4,2.5,2560,8780,2,0,0,3,2560,0,1992,0,Issaquah,WA 98029,6.502966099,642000
2,1,1890,5202,1.5,0,0,4,1890,0,1909,1989,Seattle,WA 98117,7.582503588,645500
2,2.5,1740,2500,2,0,2,3,1210,530,1994,0,Seattle,WA 98112,7.504543413,650000
4,2.25,2060,8470,1,0,0,3,1440,620,1983,2009,Bellevue,WA 98006,7.6629565,655000
4,2.5,3190,11375,1,0,0,5,2210,980,1946,0,Seattle,WA 98125,7.260369379,659000.0001
4,2.5,2310,3570,1.5,0,0,3,1490,820,1927,2014,Seattle,WA 98103,6.869773695,700000
4,1.75,3420,7200,1,0,3,5,1770,1650,1947,0,Seattle,WA 98125,7.36484008,714999.9999
4,3,2840,4120,1.5,0,0,4,2060,780,1931,0,Seattle,WA 98118,6.760977152,735000
5,3.75,3990,18897,2,0,0,3,3090,900,1937,2010,Seattle,WA 98125,6.030211043,740000
4,2.75,2600,4674,1,0,0,3,1560,1040,1976,0,Seattle,WA 98115,7.464794048,750000.0001
4,2.5,2310,5100,2,0,0,3,2310,0,2013,1923,Seattle,WA 98177,7.83450658,790000
3,2.5,2780,11964,2,0,0,3,2780,0,2009,0,Kirkland,WA 98034,7.411757791,825500
7,4.5,4290,37607,1.5,0,0,5,4290,0,1982,0,Issaquah,WA 98027,6.465312106,840000.0002
3,2.25,3060,12095,2,0,0,3,3060,0,1983,2009,Bellevue,WA 98006,7.046281997,860000.0001
4,3.5,3760,5000,2,0,0,3,2860,900,2014,0,Seattle,WA 98117,6.145853199,919204
4,1.75,2500,92347,1,0,0,4,1500,1000,1970,0,Mercer Island,WA 98040,6.380579101,949999.9997
4,2.5,3150,13700,2,0,0,4,3150,0,1966,0,Mercer Island,WA 98040,7.863706813,1256500
6,2.75,5700,20000,1,0,4,4,2850,2850,1977,0,Bellevue,WA 98006,7.828692528,1385000
3,2.5,1960,3480,2,0,0,3,1960,0,2004,2003,Renton,WA 98056,6.537560733,289950.0001
5,2.75,2080,13189,2,0,0,3,2080,0,1987,2000,Sammamish,WA 98074,7.103659109,538888.0001
4,2.5,2550,6256,2,0,0,3,2550,0,1992,0,Woodinville,WA 98072,6.258033669,587000
3,2.25,1760,1146,3,0,0,3,1760,0,2014,0,Seattle,WA 98122,7.383686364,615000
3,2.25,2675,40910,2,0,0,3,2675,0,1984,0,Sammamish,WA 98075,6.602881366,660000
3,2.5,2460,12028,2,0,0,3,2460,0,1996,0,Redmond,WA 98052,6.353022467,692999.9999
3,1.75,1790,12000,1,0,0,3,1040,750,1960,2012,Des Moines,WA 98198,6.398541477,243000
1,1,750,4000,1,0,0,3,750,0,1918,0,Seattle,WA 98136,6.025001807,250000
3,1.75,1620,7330,1,0,0,4,1090,530,1974,0,Kirkland,WA 98034,7.614998246,459000
4,1.75,2780,9900,2,0,0,4,2780,0,1978,2000,Sammamish,WA 98074,6.077335353,659999.9999
4,3.5,3480,7232,2,0,0,3,2580,900,1926,2010,Seattle,WA 98144,7.356834008,1505000
3,1,1010,7245,1,0,0,3,1010,0,1969,2010,Federal Way,WA 98003,6.600169836,199950
4,2,1850,7560,1,0,0,4,1540,310,1978,2000,Kent,WA 98032,7.308375388,250000
4,2.5,1920,8497,2,0,0,3,1920,0,1998,2006,Auburn,WA 98092,7.968841191,270000
3,1,1450,8820,1,0,0,3,1050,400,1958,2004,Tukwila,WA 98168,6.2588157,274950
3,2,1380,4500,1,0,0,3,1380,0,2008,0,Maple Valley,WA 98038,7.023982692,275000
2,2.5,1380,1073,2,0,0,3,1140,240,2011,0,Seattle,WA 98126,6.200376123,285000
3,2.5,2080,4828,2,0,0,3,2080,0,2002,0,Covington,WA 98042,6.203286126,290000
3,2.5,1950,3600,2,0,0,3,1950,0,2010,0,Maple Valley,WA 98038,7.46479165,298000
4,2.5,2070,7476,2,0,0,3,2070,0,2003,0,Auburn,WA 98092,6.318687149,300000.0001
3,1,950,13475,1,0,0,3,950,0,1950,2005,Shoreline,WA 98155,6.427733848,305000
2,1.5,1140,2980,2,0,0,3,1140,0,1988,2000,Issaquah,WA 98029,6.025822831,305000
3,1,960,6634,1,0,0,3,960,0,1952,2008,Seattle,WA 98125,6.670282877,315000
3,2.25,2130,8721,1,0,0,3,1570,560,1987,2000,Kent,WA 98031,6.928088847,316000
5,2.5,3020,21441,1,0,0,4,1510,1510,1978,2000,Kent,WA 98042,6.03677262,319999.9999
3,1.5,1320,13200,1,0,0,3,1320,0,1970,2014,Renton,WA 98059,7.089583915,327000
2,2.5,1175,1366,2,0,0,3,740,435,2005,0,Seattle,WA 98103,6.764246612,342000
3,1.75,1990,5650,1,0,1,3,1320,670,1963,2008,Seattle,WA 98178,6.141683074,345000
3,2.5,2680,7836,2,0,0,3,2680,0,1990,2009,Auburn,WA 98092,6.480079787,350000
3,1.75,1510,8301,1,0,0,3,1510,0,1967,2011,Kirkland,WA 98034,7.004877802,366000
2,1,1210,4800,1,0,0,3,1060,150,1950,2005,Seattle,WA 98108,6.639690576,380000
3,2.25,1410,1290,2,0,0,3,1290,120,2004,2003,Issaquah,WA 98027,6.840934029,391000
3,2.5,1495,936,3,0,0,3,1405,90,2006,0,Seattle,WA 98144,7.075339858,400000
3,1.5,2030,8880,1,0,0,3,1330,700,1963,2008,Seattle,WA 98108,6.480726292,404000
2,1.75,1710,4234,2,0,0,3,1330,380,1920,1979,Seattle,WA 98136,7.010507947,404999.9999
4,1.75,1790,11875,1,0,0,4,1490,300,1969,0,Issaquah,WA 98027,7.736042901,410000
4,2.75,2150,9915,1,0,0,5,1240,910,1976,0,Newcastle,WA 98056,6.653218437,411000
3,2.5,2240,6396,2,0,0,3,2240,0,2002,0,Snoqualmie,WA 98065,7.898287674,432500
3,1.5,1120,6900,1,0,0,5,1120,0,1956,0,Bellevue,WA 98007,7.275797717,439800
2,2,1410,12282,1.5,0,0,5,1410,0,1909,1988,Preston,WA 98050,7.796905633,439900.0001
4,2.75,2340,11034,1,0,0,3,1720,620,1967,2011,Lake Forest Park,WA 98155,6.321933678,439999.9999
2,1,1170,6000,1,0,0,4,970,200,1941,1998,Seattle,WA 98103,7.620768732,455000
3,1.75,1890,7004,1,0,0,3,1290,600,1965,1993,Seattle,WA 98118,6.806346609,465500
3,1,950,4250,1.5,0,0,5,950,0,1948,1985,Seattle,WA 98122,7.947044319,469000
3,2,1750,15500,1,0,0,3,1490,260,1982,0,Sammamish,WA 98075,7.321132551,472500
3,1.75,2770,39927,1,0,0,4,1580,1190,1978,2000,Issaquah,WA 98027,7.746211385,491999.9999
3,2,1720,5525,1,0,2,5,960,760,1941,0,Seattle,WA 98108,6.48748957,500000
4,2.5,2910,7631,2,0,2,3,2910,0,2006,0,Maple Valley,WA 98038,6.285425398,525000
3,2.5,1690,9626,2,0,0,3,1690,0,1984,0,Issaquah,WA 98027,6.261413437,535000
4,1.75,1720,4240,1.5,0,0,4,1460,260,1925,1968,Seattle,WA 98144,7.828701088,540000
5,2.75,2910,36250,1,0,0,3,1590,1320,1977,2004,Sammamish,WA 98075,6.48467487,542804.7501
3,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006,Seattle,WA 98116,6.061290895,544000
3,2,1810,4064,1.5,0,0,3,1810,0,1925,2002,Seattle,WA 98103,6.91849479,550000
