number of rooms,security level of the community,residence space,noise level,view,aboveground space ,basement space,building year,total cost
2,2.5,1620,2.0,0,1620,0,2008,386000.0
3,2.25,2140,2.0,0,2140,0,1986,400000.0
3,1.5,1450,1.0,0,1010,440,1968,402000.0
3,1.5,1880,1.0,0,1480,400,1968,405000.0
4,2.0,1610,1.0,0,1610,0,1967,415000.0001
3,2.5,2890,2.0,0,2890,0,2000,420999.9999
3,2.0,1730,1.0,0,1370,360,1978,430000.0
3,2.25,1230,2.0,0,1080,150,2009,435000.0
2,1.0,1230,1.0,0,1230,0,1928,435000.0
4,2.0,1450,1.5,0,1450,0,1962,440000.0
4,2.5,2470,2.0,0,2470,0,1999,449950.0
4,2.5,1670,2.0,0,1670,0,2005,451000.0
4,1.5,1550,1.5,0,1350,200,1918,458000.0
4,2.5,3250,2.0,0,3250,0,2009,460886.923
2,2.0,1494,2.0,4,1494,0,1943,465000.0
2,2.75,1430,2.0,0,995,435,2006,465000.0
4,2.5,2340,2.0,0,2340,0,2001,465950.0001
3,2.5,1180,3.0,0,1180,0,2010,472000.0
3,2.25,2280,1.0,1,1150,1130,1985,475000.0001
3,2.75,2300,2.0,0,2300,0,2008,479499.9999
4,1.75,2030,1.5,0,2030,0,1975,493000.0001
3,2.5,2970,2.0,0,2970,0,1998,499500.0
3,1.75,2180,1.0,0,1480,700,1961,506000.0
4,2.75,3070,2.0,0,3070,0,2006,535000.0
4,2.25,1990,2.0,0,1990,0,1991,536000.0
3,2.75,2750,1.0,2,1810,940,1978,540000.0001
4,2.25,2030,1.0,0,1590,440,1967,545000.0001
4,1.0,1720,1.5,0,1200,520,1926,547000.0
2,2.5,1380,3.0,0,1380,0,2006,549000.0
3,1.75,2240,2.0,0,2240,0,1976,549999.9998
3,2.0,2340,1.0,1,1170,1170,1971,560000.0
5,1.0,1710,1.5,0,1320,390,1926,560000.0
5,2.0,2700,1.0,0,1540,1160,1962,580000.0
3,2.25,2010,2.0,0,2010,0,1985,605000.0
3,2.5,2830,2.0,0,2830,0,1989,605500.0
4,2.5,2490,2.0,0,2490,0,1983,615999.9999
3,2.5,2670,2.0,0,2670,0,2003,645325.0001
3,2.0,1880,1.0,0,1030,850,1927,667500.0
4,2.75,2700,2.0,0,2700,0,1976,668999.9998
6,1.75,2740,1.0,3,1370,1370,1953,675000.0
4,2.5,2650,2.0,0,2110,540,1988,719999.9999
4,2.75,2630,2.0,0,2630,0,1994,725000.0001
3,2.5,2300,1.0,0,2300,0,2005,738500.0
4,2.5,2940,2.0,0,2940,0,1991,752000.0
3,2.5,2590,2.0,0,2590,0,1988,809000.0001
7,4.25,3670,2.0,1,2800,870,1964,823999.9999
5,2.75,3010,2.0,0,3010,0,1994,837699.9999
4,3.5,3860,2.0,0,3120,740,1996,840000.0
4,2.75,3150,1.0,0,2480,670,1986,853999.9997
5,3.5,3130,2.0,0,2570,560,2014,866059.0
4,4.25,3010,2.0,3,1940,1070,1951,870000.0
3,1.75,2960,1.0,2,1480,1480,1952,936000.0
4,3.5,2650,2.0,0,2060,590,2001,1008000.0
4,3.5,4170,2.0,0,4170,0,2004,1200000.0
4,4.0,4420,2.0,0,4420,0,2013,1325000.0
3,3.5,4360,2.0,3,2960,1400,2008,1555000.0
6,1.0,1370,1.5,0,1120,250,1931,175000.0
2,1.0,660,1.0,0,660,0,1915,175000.0
1,1.0,720,1.0,0,720,0,1914,190000.0
3,1.0,1080,1.5,0,1080,0,1900,192500.0
2,1.5,1820,2.0,0,1820,0,1921,206000.0
2,1.0,1080,1.0,0,1080,0,1958,230000.0
3,1.75,1670,1.0,0,1170,500,1978,239950.0
2,1.0,670,1.0,0,670,0,1942,240000.0
3,2.0,1260,1.0,0,1260,0,1986,242000.0
3,1.0,1130,1.0,0,1130,0,1958,243069.2307
2,1.0,790,1.0,0,790,0,1942,250275.0
4,2.0,2030,1.5,0,1430,600,1947,253779.0
4,1.75,1820,1.0,0,1080,740,1980,264000.0
4,1.75,1770,1.0,0,1050,720,1983,264950.0
4,1.5,2050,1.0,0,1050,1000,1963,265000.0
3,2.25,1584,2.0,0,1584,0,2012,267000.0
3,2.25,1720,1.0,0,1320,400,1969,274500.0
5,1.75,2150,1.0,0,1460,690,1970,279950.0001
3,1.0,990,1.0,0,990,0,1960,284950.0
4,2.5,2570,1.0,0,1590,980,1979,287500.0001
3,2.0,1380,1.0,0,1380,0,1966,295000.0
5,2.5,2220,1.0,0,1110,1110,1968,299000.0
3,2.5,1700,2.0,0,1700,0,2000,300000.0
3,1.0,910,1.0,0,910,0,1971,300000.0
3,2.25,1490,2.0,0,1220,270,2010,309000.0
4,2.5,2660,1.0,0,1740,920,1960,310000.0
3,2.5,1730,2.0,0,1730,0,1993,315000.0
4,2.5,1820,2.0,0,1820,0,1994,322500.0
3,2.75,2200,1.0,0,1280,920,1977,325000.0
3,2.5,1600,2.0,0,1600,0,2005,329999.9999
2,1.0,940,1.0,0,940,0,1910,337945.75
2,1.0,1100,1.0,0,1100,0,1954,343566.0
3,2.5,2640,2.0,0,1680,960,1991,365000.0
3,2.5,1950,2.0,0,1950,0,1997,375000.0
3,3.25,1689,3.0,0,1689,0,2008,384400.0
3,1.75,1050,1.5,0,950,100,1928,400000.0
5,2.5,3600,1.0,0,2410,1190,1968,403500.0
4,2.0,1970,1.0,0,1820,150,1961,409999.9999
4,2.5,2020,2.0,0,2020,0,2010,414999.9999
3,1.75,1270,1.0,0,1270,0,1952,415000.0
3,2.0,1670,1.0,0,1170,500,1972,423999.9999
4,2.5,2410,2.0,0,2410,0,2000,440000.0
3,1.75,1180,1.0,0,760,420,1928,450000.0
3,1.75,1180,1.0,0,1180,0,1981,455000.0
3,3.25,2770,2.0,0,1980,790,2006,461000.0001
3,1.75,1510,1.0,2,860,650,1925,465000.0
5,2.5,2240,1.0,0,1140,1100,1966,469000.0
3,1.75,1700,1.0,0,1230,470,1977,475000.0
3,3.25,1380,3.0,0,1380,0,2008,482000.0
2,2.5,1430,3.0,0,1410,20,2008,485000.0
5,3.25,3850,2.0,2,3030,820,2002,507000.0
4,1.75,1770,1.0,0,1170,600,1968,507000.0
3,3.5,1360,2.0,0,1040,320,2007,515000.0
4,2.5,2920,2.0,0,2920,0,2003,515499.9999
4,2.5,2610,2.0,0,2610,0,2008,534999.9999
3,2.0,2120,2.0,0,2120,0,2003,535000.0001
3,1.75,1930,1.0,0,1930,0,2013,536751.0
4,2.5,2050,2.0,0,2050,0,1989,540000.0
3,1.75,1970,1.0,0,1420,550,1963,540000.0
3,2.5,1560,1.5,0,1360,200,1936,545500.0
5,2.25,1870,1.0,0,1170,700,1961,554000.0
3,1.75,2040,1.0,0,1120,920,1958,554999.9999
5,3.0,2795,2.0,0,2795,0,1996,562000.0001
2,2.0,1690,1.0,0,1690,0,2004,564000.0
5,3.5,3260,2.0,0,3260,0,1969,568450.0002
4,2.5,2290,2.0,0,2290,0,1996,570000.0001
5,3.25,3160,2.0,0,3160,0,1980,574950.0001
4,2.5,3250,2.0,0,3250,0,2008,579999.9999
5,2.25,2480,2.0,0,2480,0,1978,615000.0001
4,2.5,1910,2.0,0,1910,0,1987,620000.0
4,2.5,2807,2.0,0,2807,0,1996,630000.0
5,2.75,2870,1.0,0,1650,1220,1976,646000.0
3,1.75,2920,1.0,0,1620,1300,1981,650000.0
3,3.0,3450,2.0,0,3450,0,1983,688000.0
4,2.5,3210,2.0,0,3210,0,1995,690408.6209
4,1.75,1980,1.0,0,990,990,1948,711000.0
3,2.5,2420,2.0,4,1690,730,1989,739888.0
4,2.5,2790,2.0,0,2790,0,1997,764000.0
3,2.25,2910,2.0,0,2910,0,1990,770000.0001
4,2.5,3170,2.0,0,3170,0,2008,819999.9999
4,3.5,3810,2.0,0,3810,0,1938,825000.0
5,3.5,3450,1.0,0,2350,1100,1972,850000.0
4,2.25,2190,2.0,0,1800,390,1918,855000.0
4,2.5,3640,2.0,0,3640,0,1999,913000.0
4,2.5,4270,1.0,0,2680,1590,1991,975000.0001
4,3.5,4680,2.0,0,3360,1320,2005,1160000.0
4,3.25,4290,1.0,3,2690,1600,1997,1384000.0
4,2.75,3870,2.0,0,3870,0,2005,1399950.0
6,5.0,6050,2.0,3,6050,0,2001,1600000.0
3,2.0,1340,1.0,0,920,420,1912,186000.0
3,1.0,1330,2.0,0,1330,0,1905,197500.0
3,1.5,1140,1.0,0,1140,0,1960,199999.9999
3,2.0,1440,1.0,0,1440,0,1983,210000.0
3,1.75,1150,1.0,0,1150,0,1983,220083.3333
3,2.25,1640,1.0,0,1140,500,1984,221000.0
3,1.0,1320,1.0,0,880,440,1961,232500.0
3,1.75,1750,2.0,0,1750,0,1976,232603.0
4,2.0,1790,1.0,1,1670,120,1960,240000.0
4,2.0,2080,1.0,0,1040,1040,1950,247999.9999
3,1.0,1050,1.0,0,1050,0,1959,249000.0
3,1.75,1840,1.0,0,1840,0,1966,265000.0
4,1.75,1530,1.5,0,1530,0,1968,269900.0
3,1.75,1860,1.0,0,1860,0,1971,275000.0
3,1.0,1210,1.5,0,1210,0,1901,285000.0
3,2.0,1300,1.5,0,1300,0,1933,287000.0
4,2.5,3490,2.0,0,3490,0,2003,297857.1429
3,2.5,1800,2.0,0,1800,0,2011,309000.0
4,1.5,1220,1.0,0,1220,0,1980,309999.9999
3,1.75,1900,1.5,0,1070,830,1903,311000.0
2,1.0,920,1.0,0,920,0,1939,319950.0
4,1.0,1940,1.5,0,1940,0,1947,323833.3333
3,2.5,2238,2.0,0,2238,0,2011,330000.0
3,2.5,2480,2.0,0,2480,0,2004,340000.0
3,2.0,2140,1.0,0,1480,660,1966,346150.0001
2,1.0,1620,1.0,0,850,770,1921,350000.0
3,2.0,1430,1.0,0,1430,0,1945,352450.0
4,2.5,2850,2.0,0,2850,0,2004,360000.0001
3,2.5,2160,1.5,0,1260,900,1909,378749.9999
4,2.25,2150,1.0,0,1090,1060,1963,380000.0
3,1.75,2310,1.0,0,1630,680,1978,385000.0
3,2.25,1600,1.0,0,1090,510,1979,390000.0
4,1.0,1980,1.0,0,1430,550,1968,395000.0
4,2.25,1820,1.5,0,1320,500,1930,399888.0001
2,1.0,1260,1.0,0,1260,0,1947,405000.0001
6,2.75,2520,1.0,0,1320,1200,1962,410000.0001
4,2.5,2640,2.0,0,2640,0,1987,429900.0001
3,1.75,1310,1.0,0,1310,0,1948,435000.0001
2,1.75,1440,1.0,0,1440,0,2005,437000.0
3,1.75,1170,1.0,0,1170,0,1968,440000.0
4,2.5,2400,2.0,0,2400,0,2003,449999.9999
3,1.75,1610,1.0,0,1610,0,1955,450000.0
3,1.0,1320,2.0,0,1320,0,1900,464000.0
3,2.0,1730,1.0,0,1730,0,1997,470000.0
3,2.25,1820,2.0,0,1820,0,1983,489950.0
3,1.75,1840,1.0,0,920,920,1910,499000.0
3,2.5,2840,1.0,3,1870,970,1994,500000.0
3,2.5,1610,2.0,0,1610,0,1996,505000.0
2,1.0,1570,1.0,0,1150,420,1952,506000.0
3,2.5,2120,2.0,0,2120,0,2003,507000.0
4,2.5,2610,2.0,0,2610,0,1998,510000.0
3,2.75,2020,1.0,0,1270,750,1954,518999.9999
5,3.75,3090,2.0,0,3090,0,2014,540499.9999
3,2.25,1240,3.0,0,1240,0,2008,543000.0
4,2.25,2060,1.0,0,1320,740,1962,558000.0
3,2.5,1940,1.0,0,970,970,1948,575999.9999
4,2.25,2160,1.0,0,2160,0,1969,579999.9999
4,2.5,2840,2.0,0,2840,0,2001,584999.9999
3,1.5,1470,2.0,0,1470,0,1907,590299.9999
3,2.5,2650,2.0,0,2650,0,1994,592105.7143
3,2.0,2540,1.0,0,2540,0,2007,599999.9998
4,2.25,3070,2.0,0,3070,0,1970,599999.9999
3,3.25,1530,3.0,0,1530,0,2006,607500.0
4,3.25,2520,1.5,0,1550,970,1931,618249.9999
4,2.5,2270,1.0,0,1500,770,1972,619849.9999
4,2.5,2310,2.0,0,2310,0,2008,646000.0
4,3.0,2620,1.0,0,1870,750,1956,659500.0
4,2.5,2496,2.0,0,2496,0,1998,661000.0001
6,2.0,1670,1.0,0,900,770,1911,680000.0001
3,2.75,3200,2.0,0,3200,0,2004,711999.9999
4,2.5,2440,2.0,0,2440,0,1987,719999.9999
3,2.5,2320,1.0,0,2320,0,2008,728050.0
4,2.5,2650,2.0,0,2650,0,2012,734989.9999
3,3.5,3390,2.0,0,3040,350,2012,750000.0001
4,2.25,2160,1.0,0,1080,1080,1947,756000.0
4,2.75,3010,2.0,0,3010,0,1996,775000.0001
4,2.5,2590,2.0,0,2590,0,2001,799000.0001
4,2.25,2370,1.0,2,1440,930,1959,899000.0
5,2.0,3530,1.5,0,3530,0,1925,929999.9999
2,2.5,2540,2.0,0,2540,0,2004,945000.0001
5,3.0,3330,2.0,0,2610,720,1977,950833.3334
3,2.5,2430,2.0,1,2430,0,1989,1027000.0
5,3.5,3990,2.0,0,3990,0,2001,1068000.0
4,3.5,3820,2.0,0,3280,540,1990,1240000.0
4,4.5,4750,2.0,2,3600,1150,2005,1309500.0
3,3.5,3870,2.0,0,2760,1110,2002,1440000.0
5,4.75,5990,2.0,4,4050,1940,2002,2200000.0
2,1.0,1020,1.0,0,1020,0,1948,175000.0
3,2.25,1230,1.5,0,1230,0,1913,200000.0
2,1.0,860,1.0,0,860,0,1949,200000.0
3,1.0,1150,1.0,0,1150,0,1953,203000.0
3,1.0,960,1.0,0,960,0,1960,205000.0
2,2.0,1680,2.0,0,1680,0,1910,210000.0
2,2.0,1310,2.0,0,1310,0,2004,218000.0
3,1.0,1300,1.0,0,1300,0,1960,237000.0
3,1.75,1880,1.0,0,1330,550,1985,248400.0
1,1.0,800,1.0,0,680,120,1931,250000.0001
4,2.0,2200,1.0,0,1100,1100,1979,279000.0
3,2.0,1470,1.0,0,1470,0,1987,280000.0
4,2.0,1890,2.0,0,1890,0,1997,281999.9999
2,1.0,840,1.0,0,840,0,1948,325000.0
3,2.5,1820,2.0,0,1820,0,1983,329950.0
3,2.25,1860,2.0,0,1860,0,1995,330000.0
3,2.0,1510,1.0,0,1510,0,1942,331999.9999
4,3.0,2240,2.0,0,2240,0,1992,337000.0001
3,2.5,2570,2.0,0,2570,0,2014,339990.0
4,2.5,2040,2.0,0,2040,0,1996,355000.0
2,1.0,1240,1.0,1,1000,240,1943,355000.0
5,2.25,2290,1.0,0,1290,1000,1973,359899.9999
3,2.25,1940,1.0,0,1100,840,1981,359949.9999
4,2.5,2550,2.0,0,2550,0,2005,371000.0
4,2.5,1890,1.0,0,1230,660,1978,378000.0001
3,1.5,1520,1.0,0,1020,500,1949,380000.0
3,1.0,1160,1.5,0,1160,0,1910,390000.0
3,1.0,1500,1.0,0,900,600,1925,395000.0
4,2.5,2320,2.0,0,2320,0,1997,397000.0
4,2.25,2420,1.0,0,1400,1020,1973,400000.0001
3,1.0,1430,1.5,0,1430,0,1950,400000.0
3,1.0,1460,1.5,0,1460,0,2002,405000.0
2,1.0,1260,1.0,0,690,570,1925,412000.0
5,3.0,2630,2.0,0,1670,960,2013,420000.0
5,2.75,2280,1.0,0,1300,980,1959,419999.9999
3,2.5,2540,2.0,0,2540,0,1999,425000.0
3,2.25,1790,1.0,0,1290,500,1967,424999.9999
5,3.0,3110,1.0,0,1790,1320,1977,436499.9999
3,2.75,1910,1.0,0,1160,750,1979,441000.0
4,2.5,2040,2.0,0,2040,0,1994,443500.0
4,2.5,2510,2.0,2,2510,0,2006,448000.0
3,2.0,1430,1.0,0,980,450,1947,450000.0
4,2.25,2450,1.0,2,1650,800,1954,455000.0001
3,2.25,1470,2.0,0,1470,0,1985,454999.9999
3,1.5,1440,1.0,0,1440,0,1975,456000.0
3,2.5,1870,2.0,0,1870,0,2003,458000.0001
3,1.75,1780,1.0,0,1210,570,1976,477000.0
4,1.0,2080,1.0,0,1040,1040,1941,480000.0
4,3.0,1630,1.0,0,1110,520,1990,482500.0
4,2.25,2170,1.0,0,1300,870,1976,488800.0
4,2.0,2120,1.0,0,1060,1060,1940,489000.0001
4,1.0,1360,1.5,0,1360,0,1917,511500.0
3,2.25,1750,3.0,0,1750,0,2001,524999.9999
5,2.5,2200,1.5,0,1420,780,1916,547000.0
4,2.75,3260,2.0,0,3260,0,2013,565000.0
3,3.5,1890,2.0,0,1640,250,1999,587206.0
3,2.75,3290,2.0,0,3290,0,1993,595000.0002
4,2.5,2620,2.0,0,2620,0,1996,605000.0
3,2.5,1850,2.0,0,1850,0,1989,623000.0001
3,2.5,2440,2.0,0,2440,0,2014,624999.9999
4,2.5,2090,2.0,0,2090,0,1986,632499.9999
2,1.75,1760,1.0,0,880,880,1930,640000.0
4,2.5,3040,2.0,0,3040,0,2003,649999.9999
4,3.25,3030,2.0,0,3030,0,1988,660000.0001
4,2.25,2870,2.0,1,2220,650,1926,665899.9999
5,2.75,3260,1.0,0,1630,1630,1964,681500.0
4,2.5,3290,2.0,0,3290,0,2003,715000.0
3,3.5,3690,2.0,0,3690,0,2001,724999.9999
4,3.25,3940,2.0,3,3440,500,2000,724999.9999
6,1.75,2380,2.0,0,2380,0,1917,725000.0001
2,2.5,2770,2.0,0,2770,0,2006,754800.0
4,2.5,2970,2.0,0,2970,0,2014,775949.9999
3,2.25,2140,2.0,0,2140,0,1905,780000.0
4,1.75,2050,1.0,3,1450,600,1974,790000.0001
4,2.75,3150,2.0,0,3150,0,2004,800000.0
3,3.25,3240,2.0,0,3240,0,2001,812000.0001
5,2.25,2780,2.0,0,2780,0,1978,830000.0001
3,2.25,2870,2.0,0,2250,620,1995,849999.9999
4,3.0,3740,2.0,0,3060,680,1988,869000.0
3,2.25,2060,1.0,0,1610,450,1975,885000.0
4,3.5,2970,2.0,0,2340,630,1997,905000.0001
3,3.25,2660,2.0,0,2170,490,2003,915000.0001
4,2.75,3730,2.0,0,3730,0,2012,925000.0001
4,2.0,3140,1.0,0,2040,1100,1959,924999.9999
3,3.25,3050,1.0,4,1650,1400,1962,950000.0001
4,2.5,3360,2.0,0,3360,0,1988,949999.9999
3,2.75,2470,2.0,0,2470,0,1960,970500.0
4,2.25,2870,1.5,0,1980,890,1905,994500.0001
4,4.5,3850,2.0,2,3000,850,1998,994999.9999
3,3.0,4910,2.0,0,4000,910,1989,1080000.0
6,4.25,6900,2.0,0,4820,2080,2002,1135000.001
5,3.25,3240,1.5,4,2500,740,1939,1234582.0
7,5.5,6630,2.0,0,4930,1700,2004,1240000.0
5,4.0,3366,2.5,2,2966,400,1937,1300000.0
4,3.5,4410,2.0,0,4410,0,1989,1320000.0
5,3.25,3840,3.0,3,2750,1090,2008,1462497.0
7,3.5,4640,2.0,1,2860,1780,1965,1950000.0
2,1.0,1230,2.0,0,830,400,1948,375000.0
4,1.5,1550,1.0,0,1000,550,1956,418000.0
4,1.75,1780,1.0,0,890,890,1943,442900.0001
4,2.25,2330,2.0,0,2330,0,1986,639500.0001
3,1.75,2610,1.5,0,1680,930,1934,750000.0001
4,2.0,2160,1.5,1,2160,0,1928,849000.0
3,2.5,3290,2.0,0,3290,0,2000,930000.0001
4,2.5,2380,2.0,0,2380,0,1999,330000.0001
4,2.5,2580,2.0,0,2580,0,2004,373999.9999
4,2.5,2040,1.0,0,1420,620,1963,500000.0
4,2.5,2090,2.0,0,2090,0,1990,545000.0
4,2.5,2370,2.0,0,2370,0,1966,687000.0001
4,2.5,2130,1.0,0,1230,900,1963,732600.0
3,1.75,2870,1.5,0,1840,1030,1907,801999.9999
4,2.5,2810,2.0,0,2810,0,1989,810000.0
4,3.5,3530,2.0,1,2570,960,1987,874150.0001
3,1.5,1270,2.0,0,1270,0,2012,160797.0001
3,1.0,1200,1.0,0,1200,0,1943,165000.0
5,2.5,1740,1.0,0,1740,0,1959,199950.0
3,1.5,1090,1.0,0,1090,0,1968,200000.0
2,1.75,880,1.0,0,880,0,1945,205425.0
3,2.0,1340,1.0,0,1340,0,1931,214999.9999
3,1.75,1580,1.0,0,1580,0,1967,225000.0
3,2.25,1650,2.0,0,1650,0,1985,233500.0
2,1.0,870,1.0,0,870,0,1940,234000.0
6,3.0,2180,2.0,0,2180,0,1980,235000.0
4,1.75,1450,1.5,0,1180,270,1962,235000.0
3,1.0,1170,1.0,0,1170,0,1968,235000.0
3,1.75,1230,1.0,0,1230,0,1984,239950.0
3,1.0,1000,1.0,0,1000,0,1968,249000.0
2,1.75,1500,1.0,0,1500,0,1963,249500.0
3,2.0,1310,1.0,0,1310,0,1990,249900.0
4,2.5,2000,2.0,0,2000,0,1989,260000.0002
3,1.75,1390,1.0,0,1390,0,1962,261350.0
3,1.75,1760,1.0,0,1760,0,1966,264000.0
3,1.0,1620,1.5,0,1620,0,1928,265000.0
3,1.75,1840,1.0,0,1240,600,1976,269500.0
4,2.5,2540,2.0,0,2540,0,1977,269950.0001
2,1.0,1180,1.0,0,1180,0,1949,275000.0
3,1.0,1080,1.0,0,1080,0,1952,275000.0
2,1.0,1010,1.0,0,1010,0,1925,280000.0
3,2.5,1660,2.0,0,1660,0,2003,285000.0
3,2.75,1100,2.0,0,780,320,2008,286000.0
3,1.0,1150,1.0,0,990,160,1932,290000.0
2,2.0,1610,2.0,0,1610,0,1930,290900.0
3,1.0,880,1.5,0,880,0,1946,291500.0
2,1.0,1060,1.0,0,1060,0,1951,299995.0
4,2.5,2620,2.0,0,2620,0,2008,300000.0
4,2.5,1840,2.0,0,1840,0,2004,300000.0001
3,2.5,2540,2.0,0,2540,0,2006,310000.0
5,3.0,2300,2.0,0,2300,0,2013,312891.0
3,2.5,2280,2.0,0,2280,0,1998,320000.0
4,2.25,2010,2.0,0,2010,0,1975,322199.9999
4,1.75,2110,1.0,0,1170,940,1975,324000.0
3,1.0,1030,1.0,0,1030,0,1969,326000.0
3,2.5,2242,2.0,0,2242,0,2011,329900.0
4,1.5,1150,1.5,0,1150,0,1970,334000.0
3,1.75,1310,1.0,0,1310,0,1993,337000.0
3,1.5,1420,2.0,0,1140,280,2008,345000.0
3,1.0,1140,2.0,0,1140,0,1904,345000.0
3,3.75,1950,1.0,0,1360,590,1959,345100.0001
3,2.5,2110,2.0,0,2110,0,1989,345950.0
3,1.75,1270,1.0,0,880,390,1950,346000.0
3,1.0,1270,1.0,0,1270,0,1955,347000.0
3,2.0,2420,1.0,0,1210,1210,1949,349900.0
7,3.0,2800,1.0,2,1400,1400,1963,350000.0
3,1.75,1660,1.5,0,1660,0,1957,350000.0
4,1.5,1720,1.0,0,1720,0,1953,360000.0
3,2.5,2430,2.0,0,2430,0,1997,362300.0
2,1.5,940,2.0,0,940,0,2009,362500.0
4,2.0,1940,1.0,0,1940,0,1962,365000.0
4,2.5,1870,2.0,0,1870,0,1990,374999.9999
2,1.0,880,1.0,0,880,0,1950,379509.1667
4,2.75,2700,2.0,0,2700,0,1984,385000.0001
3,3.25,1630,3.0,0,1630,0,2007,385000.0
3,1.75,1880,1.0,0,1880,0,1959,389800.0001
3,1.75,2390,1.0,0,1350,1040,1955,396500.0
3,1.75,1560,1.0,0,810,750,1940,399950.0
4,1.75,1700,1.5,0,1340,360,1965,399999.9999
2,0.75,1020,2.0,0,1020,0,2009,402101.0
3,1.0,1830,1.0,0,1200,630,1960,403499.9999
3,2.25,1520,3.0,0,1520,0,2004,405000.0
4,2.5,2170,1.0,3,1350,820,1955,415000.0
3,2.0,1200,1.0,0,880,320,1937,420000.0
3,2.25,1580,1.0,0,1180,400,1992,424999.9999
3,1.75,1300,1.0,0,1300,0,1981,429999.9999
3,1.75,1560,1.0,0,1250,310,1983,440000.0
4,2.5,2520,2.0,0,2520,0,1990,442000.0001
3,1.75,1600,1.0,0,1050,550,1977,442500.0
4,2.5,1850,1.0,0,1230,620,1930,449000.0
3,2.25,1780,1.0,2,1340,440,1972,449500.0001
4,1.75,2160,1.0,0,1260,900,1942,450000.0
4,1.75,2120,1.0,0,1060,1060,1956,453000.0
3,2.0,1890,2.0,0,1430,460,2012,458500.0
4,2.5,2000,2.0,0,2000,0,2003,459950.0
3,2.5,2150,2.0,0,2150,0,1992,469999.9999
3,1.75,1800,1.0,0,900,900,1905,471001.0
3,2.25,2110,2.0,0,2110,0,1978,479000.0
3,2.25,1470,2.0,0,1080,390,1984,490000.0
4,2.5,1540,2.0,0,1540,0,2014,491234.0
4,2.5,1830,1.0,0,1540,290,1973,493999.9999
3,2.0,2950,2.0,0,2310,640,1918,495000.0
3,2.25,1630,2.0,0,1630,0,2005,497000.0
6,2.5,2890,1.0,0,1630,1260,1977,502000.0
5,3.25,2910,2.0,0,2040,870,2013,515000.0
3,1.75,1840,1.0,0,1840,0,1964,550000.0
3,2.5,1900,2.0,0,1900,0,1988,550000.0
3,2.5,1960,2.0,0,1960,0,1989,559999.9999
4,2.5,2300,2.0,0,2300,0,1990,559999.9999
3,2.25,1300,2.0,0,1000,300,2006,562499.9999
4,2.0,1730,1.0,0,1060,670,1924,569000.0
3,2.5,2060,1.0,0,1330,730,1976,577000.0
3,2.5,1640,3.0,0,1640,0,2009,579000.0
4,2.5,3220,1.5,0,3220,0,1966,589999.9999
3,2.5,2260,2.0,0,2260,0,1987,599999.9999
6,2.75,2660,1.0,0,1550,1110,1962,603499.9999
5,2.0,2130,1.5,0,1270,860,1926,614999.9999
4,3.5,2960,2.0,0,2960,0,2014,633634.0
3,2.5,1500,2.0,0,1200,300,2014,649950.0
4,2.5,2400,2.0,0,2400,0,1990,650000.0
3,3.25,1980,3.0,0,1980,0,1987,660000.0
5,3.0,3190,1.0,2,1890,1300,2013,664950.0
3,2.5,3310,2.0,2,2440,870,2008,670000.0
4,2.5,2810,2.0,0,2810,0,1982,674999.9999
4,2.5,2650,1.0,0,1680,970,1960,715000.0
4,2.5,3420,2.0,0,3420,0,1988,725000.0
4,2.25,2270,1.0,0,1340,930,1954,735000.0001
4,2.5,2300,2.0,0,2300,0,1999,774999.9999
4,3.5,3910,2.0,0,2490,1420,1987,780000.0
4,3.0,3520,1.0,0,1980,1540,1954,800000.0
3,2.25,2380,1.0,0,1450,930,1972,800000.0001
5,2.5,4470,2.5,0,4470,0,1984,831500.0001
4,2.5,3030,2.0,0,3030,0,1998,834999.9999
4,3.25,3440,2.0,0,3440,0,2006,905000.0
5,3.5,3500,2.0,0,2570,930,1996,905000.0
4,2.5,3160,2.0,0,3160,0,1965,950100.0
4,3.75,3520,1.5,0,2200,1320,1913,1220000.0
4,2.5,4570,2.0,4,4570,0,1948,1580000.0
2,1.0,690,1.0,0,690,0,1942,139000.0
3,1.5,1010,1.0,0,1010,0,1962,160000.0
3,1.0,1000,1.0,0,1000,0,1991,171758.3333
3,1.0,1050,1.0,0,1050,0,1983,194000.0
3,1.0,1410,1.0,0,1410,0,1951,198995.0
2,1.0,970,1.0,0,970,0,1956,210000.0
3,1.5,1330,1.0,0,1330,0,1968,218000.0
3,1.0,880,1.0,0,880,0,1945,218000.0
3,1.75,1330,1.0,0,1330,0,1968,225000.0
4,1.75,1850,1.0,0,1270,580,1944,230000.0
4,2.75,2000,2.0,0,2000,0,1997,236000.0
3,2.25,1670,1.0,0,1190,480,1977,252000.0
2,2.0,1180,1.0,0,1180,0,1940,257499.9999
3,1.0,1490,1.0,0,1120,370,1969,258000.0001
3,1.0,990,1.0,0,990,0,1968,278900.0
3,2.5,1970,2.0,0,1090,880,1988,289000.0
2,1.0,650,1.0,0,650,0,1950,295000.0
3,1.0,2150,1.0,0,2150,0,1954,300000.0
2,1.0,750,1.0,0,750,0,1941,300000.0
4,2.0,1310,1.0,0,1310,0,1953,304000.0
4,2.25,2210,2.0,0,2210,0,1968,304999.9999
4,1.75,2700,1.0,0,1380,1320,1958,314900.0001
5,2.5,2360,1.0,0,1180,1180,1962,316999.9999
4,2.5,2510,1.0,0,1610,900,1978,319000.0
3,1.5,1460,1.0,0,1460,0,1955,324950.0
